"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZNF530_E"	"ZNF530_E"	180	-3.76652687703073	0.00016553427104941	0.00105652057789601
"ZNF519_E"	"ZNF519_E"	373	-3.74091818369912	0.000183349204208373	0.00116485618269998
"ZSCAN16_E"	"ZSCAN16_E"	171	3.73833331780488	0.000185244245809881	0.00117152182852368
"SP100_E"	"SP100_E"	575	3.73627770867827	0.000186764400615969	0.0011757667947869
"ZNF227_E"	"ZNF227_E"	217	-3.72679092986553	0.000193933193821527	0.00121537318299916
"ZBTB8B_E"	"ZBTB8B_E"	292	-3.71711784769952	0.000201508462293843	0.00125715864989627
"ZBTB34_E"	"ZBTB34_E"	245	-3.700934384114	0.000214807021815076	0.0013341153597035
"ZNF711_E"	"ZNF711_E"	393	-3.69277908168767	0.000221816704938449	0.00137150060865961
"ZBTB2_E"	"ZBTB2_E"	322	3.69119285067429	0.000223204818719804	0.00137394966189746
"ZNF599_E"	"ZNF599_E"	281	-3.68535339881986	0.000228385514893045	0.00139961919525163
"ZNF23_E"	"ZNF23_E"	149	-3.68148245978824	0.000231881744292164	0.00141068408073374
"NFAT5_E"	"NFAT5_E"	846	-3.68110192918077	0.00023222813747819	0.00141068408073374
"ZNF101_E"	"ZNF101_E"	340	3.67506672770121	0.00023778725855163	0.00143814564669872
"SP140_E"	"SP140_E"	459	3.67329998894822	0.00023943810674322	0.00144183381669287
"ZNF677_E"	"ZNF677_E"	120	-3.65871969542318	0.000253478394391796	0.0015180440787001
"ZNF827_E"	"ZNF827_E"	246	-3.657904166746	0.0002542860839411	0.0015180440787001
"GRHL2_C"	"GRHL2_C"	75	-3.65225525033434	0.000259947308731364	0.00154518035447613
"MEIS3_E"	"MEIS3_E"	940	3.63624048602689	0.000276646076978641	0.00163741374621974
"ZNF302_E"	"ZNF302_E"	201	-3.63180119678457	0.000281449911676629	0.00165875799009417
"ZBTB47_E"	"ZBTB47_E"	723	3.62442368385699	0.000289606517671001	0.00167890458562734
"ZNF512_E"	"ZNF512_E"	441	-3.62438647622504	0.000289648210190946	0.00167890458562734
"HMGXB4_E"	"HMGXB4_E"	592	-3.62437943625495	0.000289656099368902	0.00167890458562734
"GATAD2B_E"	"GATAD2B_E"	411	3.6243249998951	0.000289717108999952	0.00167890458562734
"ZNF469_E"	"ZNF469_E"	436	3.62166743636292	0.000292710259268191	0.00168918212119352
"ZNF789_E"	"ZNF789_E"	591	-3.61218389984256	0.000303629111473432	0.00174492248709835
"ZFP30_E"	"ZFP30_E"	177	-3.60873023696127	0.00030769936447057	0.00176100669335429
"ZXDC_E"	"ZXDC_E"	355	-3.60083072633366	0.000317202053021935	0.00180792116640074
"CDC5L_E"	"CDC5L_E"	1267	3.59425644058091	0.000325319303265782	0.00184658702878323
"ZNF251_E"	"ZNF251_E"	406	-3.58301593570595	0.00033964987838131	0.00192006155738006
"ZKSCAN2_E"	"ZKSCAN2_E"	196	-3.57767247489385	0.000346667463846605	0.00195176600580304
"ZNF577_E"	"ZNF577_E"	199	-3.57551918730385	0.000349533537765786	0.00195993501945592
"ZKSCAN8_E"	"ZKSCAN8_E"	400	-3.56127082740449	0.000369064158293705	0.00206110427111606
"ZNF93_E"	"ZNF93_E"	58	3.55799272237843	0.000373699664862257	0.00207861058567962
"ZNF358_E"	"ZNF358_E"	633	3.54332937709132	0.000395108888228557	0.0021889032407862
"ERG_AA"	"ERG_AA"	10	-3.5311345313589	0.000413781235812596	0.00228321518565915
"E2F8_E"	"E2F8_E"	671	-3.52899458612154	0.000417141664184521	0.00229262382895064
"STAT4_B"	"STAT4_B"	6	-3.52445408336873	0.00042435635421316	0.00232305751219457
"ZNF629_E"	"ZNF629_E"	571	3.51094192386764	0.00044652193817584	0.00243456110227945
"THAP5_E"	"THAP5_E"	331	3.5099206176334	0.000448240491755422	0.00243456110227945
"ZNF343_E"	"ZNF343_E"	359	-3.50146496212626	0.000462707808668079	0.00250332154298941
"ZNF595_E"	"ZNF595_E"	85	-3.49769915502547	0.000469290182779093	0.0025290540978562
"ZNF281_E"	"ZNF281_E"	718	-3.49564186637521	0.00047292297842646	0.00253875319814204
"ZNF254_E"	"ZNF254_E"	186	-3.48230775049005	0.000497112025843503	0.0026583017598195
"ZNF45_E"	"ZNF45_E"	288	-3.47994512767154	0.000501516488361154	0.00267153975530845
"ZNF136_E"	"ZNF136_E"	554	-3.47635637844899	0.000508276382884696	0.00269717544174446
"ZNF814_E"	"ZNF814_E"	296	-3.46967044388909	0.000521097318796647	0.00275465567379144
"FOXP1_B"	"FOXP1_B"	165	3.43122934795889	0.000600852372684844	0.00316418454816923
"RREB1_E"	"RREB1_E"	607	-3.41919872099861	0.000628058404338732	0.003294927613671
"KMT2B_D"	"KMT2B_D"	97	-3.41480098232379	0.000638286301548494	0.00333594916092326
"ZNF211_E"	"ZNF211_E"	172	-3.41118529932717	0.00064681118548764	0.00336779508233226
"ZNF383_E"	"ZNF383_E"	223	3.40636077744699	0.000658351183048932	0.00341504265364333
"ARID4A_E"	"ARID4A_E"	536	-3.38517987696729	0.000711316249430639	0.00367601867709491
"PRDM15_E"	"PRDM15_E"	374	-3.38015195220911	0.000724457654090334	0.00373001431566957
"ZFP90_E"	"ZFP90_E"	506	-3.36822241376481	0.000756545376583871	0.00387976310514414
