"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"IRX4_E"	"IRX4_E"	154	-5.95461360931518	2.60686986986794e-09	1.46768893079963e-08
"ZBTB40_E"	"ZBTB40_E"	358	-5.94608293071868	2.74635046021731e-09	1.53995764672104e-08
"ZNF530_E"	"ZNF530_E"	180	-5.94248805305506	2.80728120748925e-09	1.56777599692444e-08
"DMAP1_E"	"DMAP1_E"	921	-5.93804016997083	2.88449376930791e-09	1.60442725722548e-08
"ZNF460_E"	"ZNF460_E"	182	-5.93117284008853	3.00778384372437e-09	1.6663122494233e-08
"ZNF440_E"	"ZNF440_E"	410	-5.91262882398114	3.36690327203669e-09	1.85783308038678e-08
"ZNF461_E"	"ZNF461_E"	145	-5.89709857913031	3.69948863060544e-09	2.0332506957891e-08
"NR2C1_E"	"NR2C1_E"	821	5.87898523206432	4.12789193041631e-09	2.25973530578126e-08
"ZNF662_E"	"ZNF662_E"	334	-5.85526230155664	4.76257739522559e-09	2.59691720172734e-08
"ZNF467_E"	"ZNF467_E"	522	5.82668500673741	5.65391831017936e-09	3.07085367043075e-08
"ZNF44_E"	"ZNF44_E"	161	-5.80798021402027	6.32309867253619e-09	3.42089518025884e-08
"ZBED2_E"	"ZBED2_E"	188	-5.79296897821353	6.91528846369503e-09	3.72672160397573e-08
"ZNF169_E"	"ZNF169_E"	271	-5.79218520223251	6.94764670058608e-09	3.72964755050842e-08
"THAP8_E"	"THAP8_E"	730	5.78614132310859	7.20216287183622e-09	3.85134964381975e-08
"ZNF573_E"	"ZNF573_E"	116	-5.77845873769068	7.5388026871167e-09	4.01586220063717e-08
"ZXDC_E"	"ZXDC_E"	356	-5.77379780351018	7.75044354589682e-09	4.11278326094525e-08
