"","motif","view","factor","padj"
"1858","MAFK","ATAC_all","Factor3",1
"1859","MEF2A","ATAC_all","Factor3",0.35230411341534
"1860","MITF","ATAC_all","Factor3",1
"1861","MXI1","ATAC_all","Factor3",1
"1862","MYOD1","ATAC_all","Factor3",0.70619119776256
"1863","MYOG","ATAC_all","Factor3",0.260749209641145
"1864","MZF1","ATAC_all","Factor3",0.894406086393588
"1865","NFE2L1","ATAC_all","Factor3",1
"1866","NFIL3","ATAC_all","Factor3",0.139953195040833
"1867","NFYB","ATAC_all","Factor3",0.841291326916211
"1868","NKX2-5","ATAC_all","Factor3",1
"1869","NR4A1","ATAC_all","Factor3",1
"1870","ONECUT1","ATAC_all","Factor3",0.865510205211093
"1871","OTX2","ATAC_all","Factor3",0.77438467904909
"1872","PBX2","ATAC_all","Factor3",1
"1873","PHOX2B","ATAC_all","Factor3",1
"1874","PKNOX1","ATAC_all","Factor3",1
"1875","POU2F3","ATAC_all","Factor3",1
"1876","PRDM1","ATAC_all","Factor3",0.260749209641145
"1877","RFX1","ATAC_all","Factor3",1
"1878","RFX3","ATAC_all","Factor3",1
"1879","RUNX3","ATAC_all","Factor3",1
"1880","SCRT1","ATAC_all","Factor3",1
"1881","SCRT2","ATAC_all","Factor3",1
"1882","SNAI2","ATAC_all","Factor3",1
"1883","SOX2","ATAC_all","Factor3",1
"1884","SPI1","ATAC_all","Factor3",0.792879626567319
"1885","SPIB","ATAC_all","Factor3",0.70619119776256
"1886","SREBF1(var.2)","ATAC_all","Factor3",0.946850235407878
"1887","TCF3","ATAC_all","Factor3",1
"1888","TCF4","ATAC_all","Factor3",1
"1889","TCF7","ATAC_all","Factor3",1
"1890","TEAD1","ATAC_all","Factor3",0.0638306649531142
"1891","TEAD4","ATAC_all","Factor3",0.0778429343602744
"1892","TFAP2A","ATAC_all","Factor3",1
"1893","TFAP2C(var.2)","ATAC_all","Factor3",0.77438467904909
"1894","TWIST1","ATAC_all","Factor3",1
"1895","USF1","ATAC_all","Factor3",0.934448043117005
"1896","USF2","ATAC_all","Factor3",1
"1897","YY2","ATAC_all","Factor3",1
"1898","ZNF263","ATAC_all","Factor3",1
"1899","CREM","ATAC_all","Factor3",1
"1900","FOXF2","ATAC_all","Factor4",1
"1901","FOXD1","ATAC_all","Factor4",1
"1902","IRF2","ATAC_all","Factor4",0.251557055624244
"1903","MZF1(var.2)","ATAC_all","Factor4",0.907926701626342
"1904","MAX::MYC","ATAC_all","Factor4",1
"1905","PPARG","ATAC_all","Factor4",1
"1906","PAX6","ATAC_all","Factor4",0.419274604359726
"1907","PBX1","ATAC_all","Factor4",1
"1908","RORA","ATAC_all","Factor4",1
"1909","RORA(var.2)","ATAC_all","Factor4",1
"1910","RREB1","ATAC_all","Factor4",0.575474697761527
"1911","RXRA::VDR","ATAC_all","Factor4",0.189189354703287
"1912","SOX9","ATAC_all","Factor4",1
"1913","SRY","ATAC_all","Factor4",1
"1914","TAL1::TCF3","ATAC_all","Factor4",1
"1915","REL","ATAC_all","Factor4",0.00296872667423829
"1916","RELA","ATAC_all","Factor4",0.0344213608342095
"1917","NR1H2::RXRA","ATAC_all","Factor4",1
"1918","NFIC::TLX1","ATAC_all","Factor4",1
"1919","ZNF354C","ATAC_all","Factor4",0.335513991526785
"1920","CTCF","ATAC_all","Factor4",0.316420135751018
"1921","EWSR1-FLI1","ATAC_all","Factor4",1
"1922","REST","ATAC_all","Factor4",0.025216432873345
"1923","NFATC2","ATAC_all","Factor4",1
"1924","INSM1","ATAC_all","Factor4",0.0928762971130863
"1925","RARA::RXRA","ATAC_all","Factor4",0.995279761822087
"1926","NR4A2","ATAC_all","Factor4",0.906918231156486
"1927","PLAG1","ATAC_all","Factor4",0.141966901989346
"1928","ARNT::HIF1A","ATAC_all","Factor4",0.616812694932747
"1929","DUX4","ATAC_all","Factor4",0.776412488522121
"1930","FOS","ATAC_all","Factor4",1
"1931","FOSL2","ATAC_all","Factor4",1
"1932","FOXH1","ATAC_all","Factor4",0.782919476475405
"1933","JUN","ATAC_all","Factor4",0.332749529477364
"1934","JUN(var.2)","ATAC_all","Factor4",1
"1935","JUND(var.2)","ATAC_all","Factor4",0.127958564736951
"1936","MEF2C","ATAC_all","Factor4",1
"1937","MAF::NFE2","ATAC_all","Factor4",0.995364430636174
"1938","NR2C2","ATAC_all","Factor4",0.0208713496996594
"1939","NRF1","ATAC_all","Factor4",0.0504914823428746
"1940","POU2F2","ATAC_all","Factor4",0.995279761822087
"1941","SMAD2::SMAD3::SMAD4","ATAC_all","Factor4",1
"1942","STAT1::STAT2","ATAC_all","Factor4",1
"1943","TCF7L2","ATAC_all","Factor4",1
"1944","ZBTB33","ATAC_all","Factor4",0.309440317479633
"1945","ELK4","ATAC_all","Factor4",0.0596573797932364
"1946","ESR2","ATAC_all","Factor4",0.107727992987556
"1947","IRF1","ATAC_all","Factor4",1
"1948","STAT1","ATAC_all","Factor4",1
"1949","STAT3","ATAC_all","Factor4",0.0784124884507406
"1950","GATA1::TAL1","ATAC_all","Factor4",0.549663977720046
"1951","YY1","ATAC_all","Factor4",1
"1952","FOXP2","ATAC_all","Factor4",0.847400831684934
"1953","SREBF1","ATAC_all","Factor4",0.135757089521537
"1954","SREBF2","ATAC_all","Factor4",0.352581613355644
"1955","THAP1","ATAC_all","Factor4",0.0181224864186025
"1956","KLF5","ATAC_all","Factor4",0.000180126657237124
"1957","DMRT3","ATAC_all","Factor4",1
"1958","FOXG1","ATAC_all","Factor4",1
"1959","LBX1","ATAC_all","Factor4",1
"1960","NFATC3","ATAC_all","Factor4",1
"1961","POU6F1","ATAC_all","Factor4",0.310279820747521
"1962","SHOX","ATAC_all","Factor4",1
"1963","ALX3","ATAC_all","Factor4",1
"1964","BARHL2","ATAC_all","Factor4",0.706254383076019
"1965","BHLHE41","ATAC_all","Factor4",0.995279761822087
"1966","CENPB","ATAC_all","Factor4",0.0678578453965626
"1967","CREB3","ATAC_all","Factor4",0.50411152371661
"1968","DBP","ATAC_all","Factor4",1
"1969","ELF4","ATAC_all","Factor4",1
"1970","ELF5","ATAC_all","Factor4",1
"1971","EN1","ATAC_all","Factor4",1
"1972","EN2","ATAC_all","Factor4",1
"1973","ESX1","ATAC_all","Factor4",1
"1974","ETV6","ATAC_all","Factor4",0.836076093653747
"1975","FLI1","ATAC_all","Factor4",0.77050938180107
"1976","FOXI1","ATAC_all","Factor4",1
"1977","FOXL1","ATAC_all","Factor4",1
"1978","FOXO3","ATAC_all","Factor4",1
"1979","GCM1","ATAC_all","Factor4",1
"1980","GRHL1","ATAC_all","Factor4",0.158010982772455
"1981","GSC","ATAC_all","Factor4",0.73074062159946
"1982","HEY2","ATAC_all","Factor4",0.0596350614988412
"1983","HINFP","ATAC_all","Factor4",0.00744094024918442
"1984","HNF1A","ATAC_all","Factor4",0.943123024788026
"1985","HNF1B","ATAC_all","Factor4",1
"1986","HOXC11","ATAC_all","Factor4",1
"1987","HSF1","ATAC_all","Factor4",1
"1988","IRF8","ATAC_all","Factor4",1
"1989","IRF9","ATAC_all","Factor4",1
"1990","ISX","ATAC_all","Factor4",1
"1991","JDP2","ATAC_all","Factor4",1
"1992","JDP2(var.2)","ATAC_all","Factor4",0.000674616884618247
"1993","KLF13","ATAC_all","Factor4",0.0229968995808302
"1994","LHX6","ATAC_all","Factor4",0.489540734246385
"1995","MEF2B","ATAC_all","Factor4",1
"1996","MEOX1","ATAC_all","Factor4",1
"1997","MIXL1","ATAC_all","Factor4",1
"1998","MLX","ATAC_all","Factor4",0.62931524023402
"1999","MLXIPL","ATAC_all","Factor4",1
"2000","MSC","ATAC_all","Factor4",1
"2001","MSX1","ATAC_all","Factor4",1
"2002","MYF6","ATAC_all","Factor4",1
"2003","NEUROD2","ATAC_all","Factor4",0.800993585966422
"2004","NEUROG2","ATAC_all","Factor4",1
"2005","NFIA","ATAC_all","Factor4",0.787543201851691
"2006","NFIX","ATAC_all","Factor4",1
"2007","NHLH1","ATAC_all","Factor4",0.985579301472038
"2008","NKX2-3","ATAC_all","Factor4",0.620486863463968
"2009","NKX2-8","ATAC_all","Factor4",1
"2010","NKX6-1","ATAC_all","Factor4",0.511116674895386
"2011","NKX6-2","ATAC_all","Factor4",0.511116674895386
"2012","OLIG2","ATAC_all","Factor4",0.616812694932747
"2013","PAX4","ATAC_all","Factor4",1
"2014","PAX7","ATAC_all","Factor4",0.995279761822087
"2015","POU4F2","ATAC_all","Factor4",1
"2016","SP4","ATAC_all","Factor4",0.0633701175586363
"2017","SPDEF","ATAC_all","Factor4",1
"2018","SPIC","ATAC_all","Factor4",1
"2019","SRF","ATAC_all","Factor4",0.907926701626342
"2020","TBXT","ATAC_all","Factor4",0.199144889772129
"2021","TBX2","ATAC_all","Factor4",1
"2022","TBX20","ATAC_all","Factor4",1
"2023","TBX21","ATAC_all","Factor4",1
"2024","TFAP4","ATAC_all","Factor4",1
"2025","TFCP2","ATAC_all","Factor4",0.708928742465004
"2026","TFEB","ATAC_all","Factor4",0.419274604359726
"2027","ZBTB7B","ATAC_all","Factor4",0.00105215123232541
"2028","ZBTB7C","ATAC_all","Factor4",0.00110335783927473
"2029","ZIC1","ATAC_all","Factor4",0.0364469820702293
"2030","ZIC3","ATAC_all","Factor4",0.0788864512362661
"2031","ZBTB18","ATAC_all","Factor4",1
"2032","LBX2","ATAC_all","Factor4",1
"2033","MEOX2","ATAC_all","Factor4",0.26298574137302
"2034","MNX1","ATAC_all","Factor4",1
"2035","MSX2","ATAC_all","Factor4",1
"2036","NOTO","ATAC_all","Factor4",0.443429588376237
"2037","OTX1","ATAC_all","Factor4",0.616812694932747
"2038","PDX1","ATAC_all","Factor4",1
"2039","PHOX2A","ATAC_all","Factor4",1
"2040","PITX3","ATAC_all","Factor4",0.160178346130732
"2041","PROP1","ATAC_all","Factor4",1
"2042","PRRX1","ATAC_all","Factor4",1
"2043","RAX2","ATAC_all","Factor4",1
"2044","RAX","ATAC_all","Factor4",1
"2045","RHOXF1","ATAC_all","Factor4",1
"2046","UNCX","ATAC_all","Factor4",1
"2047","VAX1","ATAC_all","Factor4",0.352581613355644
"2048","VAX2","ATAC_all","Factor4",0.352581613355644
"2049","VENTX","ATAC_all","Factor4",1
"2050","VSX1","ATAC_all","Factor4",1
"2051","VSX2","ATAC_all","Factor4",1
"2052","ESR1","ATAC_all","Factor4",1
"2053","ESRRB","ATAC_all","Factor4",1
"2054","NR2F1","ATAC_all","Factor4",1
"2055","NR3C1","ATAC_all","Factor4",1
"2056","NR3C2","ATAC_all","Factor4",1
"2057","RARA","ATAC_all","Factor4",1
"2058","RARA(var.2)","ATAC_all","Factor4",1
"2059","BCL6B","ATAC_all","Factor4",0.64608259937905
"2060","EGR2","ATAC_all","Factor4",0.0149743704072991
"2061","EGR3","ATAC_all","Factor4",3.68044428182038e-05
"2062","EGR4","ATAC_all","Factor4",0.00183688442100645
"2063","GLIS1","ATAC_all","Factor4",0.0301580026648148
"2064","GLIS2","ATAC_all","Factor4",0.481085298960635
"2065","GLIS3","ATAC_all","Factor4",1
"2066","HIC2","ATAC_all","Factor4",1
"2067","KLF14","ATAC_all","Factor4",0.000940574133531006
"2068","KLF16","ATAC_all","Factor4",0.00230702236660196
"2069","SP8","ATAC_all","Factor4",0.050569723872454
"2070","ZBED1","ATAC_all","Factor4",0.103780875951765
"2071","ZIC4","ATAC_all","Factor4",0.0936239860952785
"2072","ZNF143","ATAC_all","Factor4",0.0683016223555997
"2073","ZNF410","ATAC_all","Factor4",1
"2074","CUX1","ATAC_all","Factor4",0.146033546036602
"2075","CUX2","ATAC_all","Factor4",0.196010195105143
"2076","ONECUT2","ATAC_all","Factor4",0.506657623600859
"2077","ONECUT3","ATAC_all","Factor4",0.595451644227781
"2078","E2F7","ATAC_all","Factor4",0.819071700464263
"2079","ELK3","ATAC_all","Factor4",0.80972763177055
"2080","ERF","ATAC_all","Factor4",0.730196677752622
"2081","ERG","ATAC_all","Factor4",0.951970245059063
"2082","ETS1","ATAC_all","Factor4",0.716633222114696
"2083","ETV2","ATAC_all","Factor4",0.879035845125393
"2084","ETV3","ATAC_all","Factor4",1
"2085","FEV","ATAC_all","Factor4",0.721274942068867
"2086","GCM2","ATAC_all","Factor4",0.906918231156486
"2087","LEF1","ATAC_all","Factor4",1
"2088","HSF2","ATAC_all","Factor4",0.414515815382777
"2089","HSF4","ATAC_all","Factor4",0.906918231156486
"2090","IRF7","ATAC_all","Factor4",0.183837781211357
"2091","MEF2D","ATAC_all","Factor4",1
"2092","MEIS1","ATAC_all","Factor4",0.879035845125393
"2093","MEIS2","ATAC_all","Factor4",1
"2094","MEIS3","ATAC_all","Factor4",0.84118028919593
"2095","MYBL1","ATAC_all","Factor4",1
"2096","MYBL2","ATAC_all","Factor4",0.000767900709323229
"2097","NFKB1","ATAC_all","Factor4",0.238885255840012
"2098","NFKB2","ATAC_all","Factor4",0.205116426319439
"2099","PAX1","ATAC_all","Factor4",0.708463611011133
"2100","PAX3","ATAC_all","Factor4",0.952305630962187
"2101","PAX9","ATAC_all","Factor4",0.484421870217773
"2102","PKNOX2","ATAC_all","Factor4",1
"2103","POU1F1","ATAC_all","Factor4",0.847400831684934
"2104","POU2F1","ATAC_all","Factor4",0.907926701626342
"2105","POU3F1","ATAC_all","Factor4",0.583028235565544
"2106","POU3F2","ATAC_all","Factor4",0.729012018446882
"2107","POU3F3","ATAC_all","Factor4",0.623770085592804
"2108","POU3F4","ATAC_all","Factor4",1
"2109","POU4F1","ATAC_all","Factor4",1
"2110","POU4F3","ATAC_all","Factor4",1
"2111","POU5F1B","ATAC_all","Factor4",1
"2112","POU6F2","ATAC_all","Factor4",1
"2113","PROX1","ATAC_all","Factor4",1
"2114","RFX2","ATAC_all","Factor4",0.907926701626342
"2115","SMAD3","ATAC_all","Factor4",1
"2116","TGIF1","ATAC_all","Factor4",0.459476788943219
"2117","TGIF2","ATAC_all","Factor4",0.616761472264278
"2118","RFX4","ATAC_all","Factor4",1
"2119","RFX5","ATAC_all","Factor4",0.836076093653747
"2120","RUNX2","ATAC_all","Factor4",0.0449515034264133
"2121","EOMES","ATAC_all","Factor4",0.577071335947056
"2122","MGA","ATAC_all","Factor4",1
"2123","TBR1","ATAC_all","Factor4",1
"2124","TBX15","ATAC_all","Factor4",1
"2125","TBX19","ATAC_all","Factor4",0.336253595427251
"2126","TBX1","ATAC_all","Factor4",1
"2127","TBX4","ATAC_all","Factor4",1
"2128","TBX5","ATAC_all","Factor4",1
"2129","TEAD3","ATAC_all","Factor4",1
"2130","TFAP2A(var.2)","ATAC_all","Factor4",0.0696563179206701
"2131","TFAP2B","ATAC_all","Factor4",0.115038729436693
"2132","TFAP2B(var.2)","ATAC_all","Factor4",0.151285443671213
"2133","TFAP2B(var.3)","ATAC_all","Factor4",0.62931524023402
"2134","TFAP2C","ATAC_all","Factor4",0.115152252738363
"2135","TFAP2C(var.3)","ATAC_all","Factor4",0.836785857480682
"2136","BHLHE40","ATAC_all","Factor4",1
"2137","BHLHE23","ATAC_all","Factor4",0.308215062327799
"2138","BHLHE22","ATAC_all","Factor4",0.0202246134645398
"2139","CLOCK","ATAC_all","Factor4",0.456769188876568
"2140","FIGLA","ATAC_all","Factor4",0.0311906001535665
"2141","HES5","ATAC_all","Factor4",0.764003834501551
"2142","HES7","ATAC_all","Factor4",1
"2143","HEY1","ATAC_all","Factor4",0.239234180601632
"2144","MAX","ATAC_all","Factor4",0.987950317076196
"2145","MNT","ATAC_all","Factor4",1
"2146","OLIG1","ATAC_all","Factor4",1
"2147","OLIG3","ATAC_all","Factor4",1
"2148","SREBF2(var.2)","ATAC_all","Factor4",0.183837781211357
"2149","ATF7","ATAC_all","Factor4",2.44819258812203e-05
"2150","CEBPB","ATAC_all","Factor4",1
"2151","CEBPE","ATAC_all","Factor4",1
"2152","CEBPG","ATAC_all","Factor4",1
"2153","CREB3L1","ATAC_all","Factor4",0.310279820747521
"2154","NFE2","ATAC_all","Factor4",1
"2155","TEF","ATAC_all","Factor4",0.238885255840012
"2156","XBP1","ATAC_all","Factor4",0.820791932712327
"2157","FOXB1","ATAC_all","Factor4",1
"2158","FOXC1","ATAC_all","Factor4",1
"2159","FOXC2","ATAC_all","Factor4",1
"2160","FOXO4","ATAC_all","Factor4",1
"2161","FOXO6","ATAC_all","Factor4",1
"2162","FOXP3","ATAC_all","Factor4",1
"2163","RXRB","ATAC_all","Factor4",1
"2164","RXRG","ATAC_all","Factor4",1
"2165","TP63","ATAC_all","Factor4",1
"2166","TP53","ATAC_all","Factor4",0.107727992987556
"2167","TP73","ATAC_all","Factor4",0.419302789391869
"2168","GMEB2","ATAC_all","Factor4",0.0308772564856252
"2169","MTF1","ATAC_all","Factor4",0.0275138467894141
"2170","E2F1","ATAC_all","Factor4",1
"2171","E2F8","ATAC_all","Factor4",0.0936239860952785
"2172","SOX21","ATAC_all","Factor4",0.0891988651584811
"2173","TFAP2A(var.3)","ATAC_all","Factor4",0.670179891529453
"2174","ELK1","ATAC_all","Factor4",1
"2175","HOXD12","ATAC_all","Factor4",1
"2176","BARX1","ATAC_all","Factor4",1
"2177","BSX","ATAC_all","Factor4",1
"2178","DLX6","ATAC_all","Factor4",1
"2179","DUXA","ATAC_all","Factor4",0.90362701796865
"2180","EMX2","ATAC_all","Factor4",1
"2181","EVX1","ATAC_all","Factor4",0.550449590193946
"2182","EVX2","ATAC_all","Factor4",0.800993585966422
"2183","GBX1","ATAC_all","Factor4",1
"2184","GBX2","ATAC_all","Factor4",1
"2185","GSC2","ATAC_all","Factor4",0.995279761822087
"2186","GSX1","ATAC_all","Factor4",1
"2187","HESX1","ATAC_all","Factor4",1
"2188","HMBOX1","ATAC_all","Factor4",0.49264524579239
"2189","HOXA10","ATAC_all","Factor4",1
"2190","HOXB3","ATAC_all","Factor4",0.995279761822087
"2191","HOXC10","ATAC_all","Factor4",0.827945795636586
"2192","HOXC12","ATAC_all","Factor4",1
"2193","HOXC13","ATAC_all","Factor4",0.337241269784303
"2194","HOXD11","ATAC_all","Factor4",0.758534748186256
"2195","ISL2","ATAC_all","Factor4",0.90362701796865
"2196","FOXK1","ATAC_all","Factor4",0.995279761822087
"2197","GATA2","ATAC_all","Factor4",1
"2198","HIF1A","ATAC_all","Factor4",0.967265050510163
"2199","MYC","ATAC_all","Factor4",0.191276038449081
"2200","MYB","ATAC_all","Factor4",0.706254383076019
"2201","MYCN","ATAC_all","Factor4",0.338194367133987
"2202","NEUROD1","ATAC_all","Factor4",1
"2203","NFIC","ATAC_all","Factor4",0.836076093653747
"2204","NFYA","ATAC_all","Factor4",1
"2205","NR1H4","ATAC_all","Factor4",1
"2206","NR2F2","ATAC_all","Factor4",1
"2207","PAX5","ATAC_all","Factor4",0.0184642617820347
"2208","PBX3","ATAC_all","Factor4",0.484421870217773
"2209","POU5F1","ATAC_all","Factor4",1
"2210","RBPJ","ATAC_all","Factor4",1
"2211","RELB","ATAC_all","Factor4",0.783459583918143
"2212","SIX1","ATAC_all","Factor4",0.63270834913797
"2213","SIX2","ATAC_all","Factor4",0.40843747651408
"2214","SOX10","ATAC_all","Factor4",0.670179891529453
"2215","SOX13","ATAC_all","Factor4",0.183705569373726
"2216","TEAD2","ATAC_all","Factor4",1
"2217","TFDP1","ATAC_all","Factor4",0.00469705921936382
"2218","ZBTB7A","ATAC_all","Factor4",0.0131005089041196
"2219","ZEB1","ATAC_all","Factor4",0.0242639613824649
"2220","ZNF24","ATAC_all","Factor4",1
"2221","ZNF384","ATAC_all","Factor4",1
"2222","ZNF282","ATAC_all","Factor4",0.518795393936357
"2223","ZSCAN4","ATAC_all","Factor4",1
"2224","GATA3","ATAC_all","Factor4",1
"2225","FOS::JUN","ATAC_all","Factor4",1
"2226","FOS::JUN(var.2)","ATAC_all","Factor4",0.00213880193760481
"2227","FOSB::JUN","ATAC_all","Factor4",0.000180126657237124
"2228","FOSL1::JUN","ATAC_all","Factor4",1
"2229","FOSL1::JUN(var.2)","ATAC_all","Factor4",3.72482820750722e-05
"2230","FOSL2::JUN","ATAC_all","Factor4",0.907926701626342
"2231","FOSL2::JUN(var.2)","ATAC_all","Factor4",0.000201343410850905
"2232","JUN::JUNB","ATAC_all","Factor4",1
"2233","JUN::JUNB(var.2)","ATAC_all","Factor4",0.000541802551691013
"2234","FOS::JUNB","ATAC_all","Factor4",1
"2235","FOSB::JUNB","ATAC_all","Factor4",1
"2236","FOSB::JUNB(var.2)","ATAC_all","Factor4",2.12039198106639e-05
"2237","FOSL1::JUNB","ATAC_all","Factor4",1
"2238","FOSL2::JUNB","ATAC_all","Factor4",1
"2239","FOSL2::JUNB(var.2)","ATAC_all","Factor4",0.000180126657237124
"2240","FOS::JUND","ATAC_all","Factor4",1
"2241","FOSL1::JUND","ATAC_all","Factor4",1
"2242","FOSL1::JUND(var.2)","ATAC_all","Factor4",0.00100704401221583
"2243","FOSL2::JUND","ATAC_all","Factor4",1
"2244","FOSL2::JUND(var.2)","ATAC_all","Factor4",0.00110335783927473
"2245","NR1H4::RXRA","ATAC_all","Factor4",0.616226166470296
"2246","NR4A2::RXRA","ATAC_all","Factor4",0.511116674895386
"2247","PPARA::RXRA","ATAC_all","Factor4",0.850732781892687
"2248","RARA::RXRG","ATAC_all","Factor4",0.538152131832606
"2249","RORB","ATAC_all","Factor4",0.820791932712327
"2250","RORC","ATAC_all","Factor4",1
"2251","SOX15","ATAC_all","Factor4",1
"2252","TFE3","ATAC_all","Factor4",0.397101886171391
"2253","VDR","ATAC_all","Factor4",0.902779322422799
"2254","IRF3","ATAC_all","Factor4",0.105626154116338
"2255","IRF4","ATAC_all","Factor4",0.875740087717352
"2256","IRF5","ATAC_all","Factor4",1
"2257","TCF7L1","ATAC_all","Factor4",1
"2258","ARGFX","ATAC_all","Factor4",1
"2259","ARNT2","ATAC_all","Factor4",0.0936239860952785
"2260","ATF6","ATAC_all","Factor4",0.183837781211357
"2261","ATOH1(var.2)","ATAC_all","Factor4",1
"2262","ATOH7","ATAC_all","Factor4",1
"2263","BACH2","ATAC_all","Factor4",1
"2264","BACH2(var.2)","ATAC_all","Factor4",0.62931524023402
"2265","BARX2","ATAC_all","Factor4",1
"2266","BHLHA15(var.2)","ATAC_all","Factor4",1
"2267","CDX4","ATAC_all","Factor4",1
"2268","CREB3L4","ATAC_all","Factor4",0.00364842597680687
"2269","CREB3L4(var.2)","ATAC_all","Factor4",0.000735268557805281
"2270","DLX5","ATAC_all","Factor4",1
"2271","DMRTA2","ATAC_all","Factor4",1
"2272","DMRTC2","ATAC_all","Factor4",0.907926701626342
"2273","DPRX","ATAC_all","Factor4",1
"2274","DRGX","ATAC_all","Factor4",1
"2275","ELF2","ATAC_all","Factor4",1
"2276","ETS2","ATAC_all","Factor4",0.45492283678263
"2277","FERD3L","ATAC_all","Factor4",0.00110335783927473
"2278","FOXE1","ATAC_all","Factor4",1
"2279","FOXN3","ATAC_all","Factor4",0.609379252261818
"2280","GLI3","ATAC_all","Factor4",0.000107614190998946
"2281","HES6","ATAC_all","Factor4",0.646868802744361
"2282","HNF4A(var.2)","ATAC_all","Factor4",0.566309002157429
"2283","HOXA1","ATAC_all","Factor4",1
"2284","HOXA4","ATAC_all","Factor4",0.758534748186256
"2285","HOXA6","ATAC_all","Factor4",0.168766133213434
"2286","HOXA7","ATAC_all","Factor4",0.751139892787768
"2287","HOXB4","ATAC_all","Factor4",0.790487242053368
"2288","HOXB6","ATAC_all","Factor4",0.49030997111985
"2289","HOXB7","ATAC_all","Factor4",0.404777739444853
"2290","HOXB8","ATAC_all","Factor4",0.751139892787768
"2291","HOXB9","ATAC_all","Factor4",0.623999876292524
"2292","HOXC4","ATAC_all","Factor4",1
"2293","HOXC8","ATAC_all","Factor4",0.616812694932747
"2294","HOXD10","ATAC_all","Factor4",1
"2295","HOXD4","ATAC_all","Factor4",0.999681568158708
"2296","IKZF1","ATAC_all","Factor4",0.591755266874257
"2297","IRF6","ATAC_all","Factor4",0.000180126657237124
"2298","KLF10","ATAC_all","Factor4",0.0366150448864174
"2299","KLF11","ATAC_all","Factor4",2.12039198106639e-05
"2300","KLF15","ATAC_all","Factor4",2.12039198106639e-05
"2301","KLF17","ATAC_all","Factor4",0.0366120112963336
"2302","KLF2","ATAC_all","Factor4",0.00100704401221583
"2303","KLF3","ATAC_all","Factor4",0.000541802551691013
"2304","KLF6","ATAC_all","Factor4",0.00125992130807194
