"","motif","view","factor","padj"
"4817","HOXA6","ATAC_all","Factor8",0.737239611836648
"4818","HOXA7","ATAC_all","Factor8",1
"4819","HOXB4","ATAC_all","Factor8",0.691125049356332
"4820","HOXB6","ATAC_all","Factor8",1
"4821","HOXB7","ATAC_all","Factor8",0.635159771914996
"4822","HOXB8","ATAC_all","Factor8",1
"4823","HOXB9","ATAC_all","Factor8",0.593426397421892
"4824","HOXC4","ATAC_all","Factor8",1
"4825","HOXC8","ATAC_all","Factor8",1
"4826","HOXD10","ATAC_all","Factor8",0.777531764606427
"4827","HOXD4","ATAC_all","Factor8",0.803706824007418
"4828","IKZF1","ATAC_all","Factor8",0.166282286820864
"4829","IRF6","ATAC_all","Factor8",0.616525076471727
"4830","KLF10","ATAC_all","Factor8",1
"4831","KLF11","ATAC_all","Factor8",1
"4832","KLF15","ATAC_all","Factor8",1
"4833","KLF17","ATAC_all","Factor8",1
"4834","KLF2","ATAC_all","Factor8",1
"4835","KLF3","ATAC_all","Factor8",1
"4836","KLF6","ATAC_all","Factor8",1
"4837","LHX1","ATAC_all","Factor8",0.932445650567678
"4838","LHX5","ATAC_all","Factor8",1
"4839","MAF","ATAC_all","Factor8",1
"4840","MAFA","ATAC_all","Factor8",0.969124143759946
"4841","MAZ","ATAC_all","Factor8",0.969124143759946
"4842","MSANTD3","ATAC_all","Factor8",0.616525076471727
"4843","MSGN1","ATAC_all","Factor8",1
"4844","NFATC4","ATAC_all","Factor8",0.579758469514157
"4845","NFIC(var.2)","ATAC_all","Factor8",0.0279725382787052
"4846","NFIX(var.2)","ATAC_all","Factor8",0.632468738134718
"4847","NHLH2","ATAC_all","Factor8",1
"4848","NKX6-3","ATAC_all","Factor8",0.830550609795531
"4849","NR1D1","ATAC_all","Factor8",1
"4850","NR1D2","ATAC_all","Factor8",1
"4851","NR1I2","ATAC_all","Factor8",0.220662039745059
"4852","NR1I3","ATAC_all","Factor8",1
"4853","NR2C1","ATAC_all","Factor8",0.960395334042394
"4854","NR2C2(var.2)","ATAC_all","Factor8",0.663743620511975
"4855","NR2F1(var.2)","ATAC_all","Factor8",0.311301532574698
"4856","NR2F1(var.3)","ATAC_all","Factor8",0.616525076471727
"4857","NR2F6(var.3)","ATAC_all","Factor8",1
"4858","NR5A1","ATAC_all","Factor8",1
"4859","NR6A1","ATAC_all","Factor8",0.388401949358539
"4860","OSR1","ATAC_all","Factor8",1
"4861","OVOL1","ATAC_all","Factor8",0.819083269800468
"4862","OVOL2","ATAC_all","Factor8",0.564225690384749
"4863","PAX3(var.2)","ATAC_all","Factor8",1
"4864","PITX2","ATAC_all","Factor8",1
"4865","PLAGL2","ATAC_all","Factor8",0.830550609795531
"4866","POU6F1(var.2)","ATAC_all","Factor8",0.320680233529523
"4867","PPARD","ATAC_all","Factor8",0.531804536212305
"4868","RARB(var.3)","ATAC_all","Factor8",1
"4869","RARG(var.3)","ATAC_all","Factor8",1
"4870","RFX7","ATAC_all","Factor8",0.970909825347541
"4871","RXRB(var.2)","ATAC_all","Factor8",1
"4872","RXRG(var.2)","ATAC_all","Factor8",0.970909825347541
"4873","SMAD5","ATAC_all","Factor8",0.892056598272229
"4874","SNAI1","ATAC_all","Factor8",0.663743620511975
"4875","SNAI3","ATAC_all","Factor8",1
"4876","SOHLH2","ATAC_all","Factor8",1
"4877","SOX12","ATAC_all","Factor8",1
"4878","SOX14","ATAC_all","Factor8",0.349152604933869
"4879","SOX18","ATAC_all","Factor8",0.970909825347541
"4880","SP9","ATAC_all","Factor8",1
"4881","TBX18","ATAC_all","Factor8",0.122561287341289
"4882","TBX3","ATAC_all","Factor8",0.839657454249812
"4883","TBX6","ATAC_all","Factor8",0.953589821678608
"4884","TCF21(var.2)","ATAC_all","Factor8",0.620428512116172
"4885","TFAP2E","ATAC_all","Factor8",1
"4886","TFAP4(var.2)","ATAC_all","Factor8",1
"4887","TGIF2LX","ATAC_all","Factor8",0.838592647780465
"4888","TGIF2LY","ATAC_all","Factor8",0.616525076471727
"4889","THAP11","ATAC_all","Factor8",0.579758469514157
"4890","THRB","ATAC_all","Factor8",1
"4891","THRB(var.2)","ATAC_all","Factor8",0.0624426570082592
"4892","THRB(var.3)","ATAC_all","Factor8",1
"4893","TLX2","ATAC_all","Factor8",0.587523444435308
"4894","VEZF1","ATAC_all","Factor8",0.682252577157399
"4895","ZBTB26","ATAC_all","Factor8",1
"4896","ZBTB32","ATAC_all","Factor8",1
"4897","ZBTB6","ATAC_all","Factor8",0.057452347113422
"4898","ZFP57","ATAC_all","Factor8",1
"4899","ZIC5","ATAC_all","Factor8",1
"4900","ZKSCAN1","ATAC_all","Factor8",1
"4901","ZNF135","ATAC_all","Factor8",0.735463976801239
"4902","ZNF136","ATAC_all","Factor8",1
"4903","ZNF140","ATAC_all","Factor8",1
"4904","ZNF274","ATAC_all","Factor8",0.183861545870177
"4905","ZNF317","ATAC_all","Factor8",1
"4906","ZNF382","ATAC_all","Factor8",1
"4907","ZNF460","ATAC_all","Factor8",0.953589821678608
"4908","ZNF528","ATAC_all","Factor8",1
"4909","ZNF682","ATAC_all","Factor8",1
"4910","ZNF684","ATAC_all","Factor8",0.969124143759946
"4911","ZNF75D","ATAC_all","Factor8",0.619125986769234
"4912","ZSCAN29","ATAC_all","Factor8",1
"4913","ASCL1","ATAC_all","Factor8",0.0405642708429189
"4914","ATF3","ATAC_all","Factor8",1
"4915","BARHL1","ATAC_all","Factor8",0.989710350104746
"4916","BATF::JUN","ATAC_all","Factor8",1
"4917","BCL6","ATAC_all","Factor8",0.320680233529523
"4918","CDX1","ATAC_all","Factor8",0.936684252026422
"4919","E2F2","ATAC_all","Factor8",0.948610063230922
"4920","E2F3","ATAC_all","Factor8",0.855742220814414
"4921","E2F4","ATAC_all","Factor8",0.695879542550537
"4922","EMX1","ATAC_all","Factor8",0.936684252026422
"4923","FOXD2","ATAC_all","Factor8",1
"4924","GATA5","ATAC_all","Factor8",0.671761039427818
"4925","GFI1","ATAC_all","Factor8",1
"4926","GLI2","ATAC_all","Factor8",1
"4927","GSX2","ATAC_all","Factor8",0.93578347829687
"4928","HES1","ATAC_all","Factor8",0.55523228665468
"4929","HES2","ATAC_all","Factor8",0.737239611836648
"4930","HOXA13","ATAC_all","Factor8",0.411233803897826
"4931","HOXA2","ATAC_all","Factor8",0.941139665212563
"4932","HOXA5","ATAC_all","Factor8",0.855742220814414
"4933","HOXA9","ATAC_all","Factor8",0.0157196597342231
"4934","HOXB2","ATAC_all","Factor8",0.662400476413229
"4935","HOXB5","ATAC_all","Factor8",1
"4936","HOXC9","ATAC_all","Factor8",0.500982642551057
"4937","HOXD13","ATAC_all","Factor8",0.970909825347541
"4938","HOXD3","ATAC_all","Factor8",0.883258383467487
"4939","HOXD8","ATAC_all","Factor8",1
"4940","HOXD9","ATAC_all","Factor8",0.724494195664866
"4941","JUNB(var.2)","ATAC_all","Factor8",1
"4942","LHX9","ATAC_all","Factor8",0.989710350104746
"4943","LMX1A","ATAC_all","Factor8",1
"4944","LMX1B","ATAC_all","Factor8",0.989710350104746
"4945","NEUROG1","ATAC_all","Factor8",0.62720454143582
"4946","NRL","ATAC_all","Factor8",0.616525076471727
"4947","PITX1","ATAC_all","Factor8",1
"4948","PRRX2","ATAC_all","Factor8",0.989710350104746
"4949","SOX4","ATAC_all","Factor8",1
"4950","SOX8","ATAC_all","Factor8",0.311301532574698
"4951","SP1","ATAC_all","Factor8",1
"4952","SP2","ATAC_all","Factor8",1
"4953","SP3","ATAC_all","Factor8",1
"4954","TCFL5","ATAC_all","Factor8",1
"4955","TFEC","ATAC_all","Factor8",1
"4956","ZNF740","ATAC_all","Factor8",1
"4957","ASCL1(var.2)","ATAC_all","Factor8",0.00548855873144051
"4958","ATF2","ATAC_all","Factor8",1
"4959","BACH1","ATAC_all","Factor8",1
"4960","BATF","ATAC_all","Factor8",1
"4961","BHLHE22(var.2)","ATAC_all","Factor8",0.0130054113515108
"4962","CEBPG(var.2)","ATAC_all","Factor8",0.288734286776548
"4963","EBF3","ATAC_all","Factor8",1
"4964","HAND2","ATAC_all","Factor8",0.349152604933869
"4965","MEIS1(var.2)","ATAC_all","Factor8",1
"4966","MEIS2(var.2)","ATAC_all","Factor8",1
"4967","MYF5","ATAC_all","Factor8",0.724494195664866
"4968","NEUROG2(var.2)","ATAC_all","Factor8",0.22348239106768
"4969","NFIB","ATAC_all","Factor8",0.593426397421892
"4970","NFYC","ATAC_all","Factor8",1
"4971","NKX2-2","ATAC_all","Factor8",1
"4972","OSR2","ATAC_all","Factor8",1
"4973","PRDM4","ATAC_all","Factor8",0.741450099349592
"4974","TCF12(var.2)","ATAC_all","Factor8",0.225312543730553
"4975","ZBTB12","ATAC_all","Factor8",1
"4976","ZBTB14","ATAC_all","Factor8",0.643999105749229
"4977","ZFP42","ATAC_all","Factor8",1
"4978","ZKSCAN5","ATAC_all","Factor8",0.200801401702489
"4979","ZNF148","ATAC_all","Factor8",1
"4980","ZNF16","ATAC_all","Factor8",0.877210025839999
"4981","ZNF341","ATAC_all","Factor8",1
"4982","ZNF449","ATAC_all","Factor8",1
"4983","ZNF652","ATAC_all","Factor8",1
"4984","FOXA3","ATAC_all","Factor8",1
"4985","ATF4","ATAC_all","Factor8",0.0152191796799647
"4986","BATF3","ATAC_all","Factor8",1
"4987","CDX2","ATAC_all","Factor8",0.486971041285269
"4988","CEBPA","ATAC_all","Factor8",0.504064957029863
"4989","CEBPD","ATAC_all","Factor8",0.51406484782105
"4990","CREB1","ATAC_all","Factor8",1
"4991","CTCFL","ATAC_all","Factor8",0.616525076471727
"4992","E2F6","ATAC_all","Factor8",1
"4993","EBF1","ATAC_all","Factor8",0.994688275937089
"4994","EGR1","ATAC_all","Factor8",1
"4995","EHF","ATAC_all","Factor8",1
"4996","ELF1","ATAC_all","Factor8",1
"4997","ELF3","ATAC_all","Factor8",0.299656726176643
"4998","ESRRA","ATAC_all","Factor8",1
"4999","ETV1","ATAC_all","Factor8",0.986476024929434
"5000","ETV4","ATAC_all","Factor8",0.532690802511333
"5001","ETV5","ATAC_all","Factor8",1
"5002","FOSL1","ATAC_all","Factor8",1
"5003","FOXA1","ATAC_all","Factor8",1
"5004","FOXA2","ATAC_all","Factor8",1
"5005","FOXK2","ATAC_all","Factor8",1
"5006","FOXP1","ATAC_all","Factor8",1
"5007","GABPA","ATAC_all","Factor8",1
"5008","GATA1","ATAC_all","Factor8",1
"5009","GATA4","ATAC_all","Factor8",1
"5010","GATA6","ATAC_all","Factor8",1
"5011","GRHL2","ATAC_all","Factor8",0.42940533039637
"5012","HLF","ATAC_all","Factor8",1
"5013","HNF4A","ATAC_all","Factor8",1
"5014","HNF4G","ATAC_all","Factor8",1
"5015","HOXB13","ATAC_all","Factor8",0.800383961102094
"5016","JUNB","ATAC_all","Factor8",1
"5017","JUND","ATAC_all","Factor8",1
"5018","KLF4","ATAC_all","Factor8",1
"5019","KLF9","ATAC_all","Factor8",1
"5020","LHX2","ATAC_all","Factor8",0.815001120832898
"5021","MAFF","ATAC_all","Factor8",1
"5022","MAFG","ATAC_all","Factor8",0.952411093415372
"5023","MAFK","ATAC_all","Factor8",1
"5024","MEF2A","ATAC_all","Factor8",1
"5025","MITF","ATAC_all","Factor8",1
"5026","MXI1","ATAC_all","Factor8",0.0829455774080747
"5027","MYOD1","ATAC_all","Factor8",0.330063194570362
"5028","MYOG","ATAC_all","Factor8",0.932445650567678
"5029","MZF1","ATAC_all","Factor8",0.495249806687344
"5030","NFE2L1","ATAC_all","Factor8",1
"5031","NFIL3","ATAC_all","Factor8",0.969124143759946
"5032","NFYB","ATAC_all","Factor8",1
"5033","NKX2-5","ATAC_all","Factor8",0.948610063230922
"5034","NR4A1","ATAC_all","Factor8",1
"5035","ONECUT1","ATAC_all","Factor8",1
"5036","OTX2","ATAC_all","Factor8",1
"5037","PBX2","ATAC_all","Factor8",0.724494195664866
"5038","PHOX2B","ATAC_all","Factor8",1
"5039","PKNOX1","ATAC_all","Factor8",1
"5040","POU2F3","ATAC_all","Factor8",0.624688416526525
"5041","PRDM1","ATAC_all","Factor8",1
"5042","RFX1","ATAC_all","Factor8",0.643999105749229
"5043","RFX3","ATAC_all","Factor8",1
"5044","RUNX3","ATAC_all","Factor8",1
"5045","SCRT1","ATAC_all","Factor8",1
"5046","SCRT2","ATAC_all","Factor8",1
"5047","SNAI2","ATAC_all","Factor8",0.2825345346783
"5048","SOX2","ATAC_all","Factor8",0.427908955291457
"5049","SPI1","ATAC_all","Factor8",1
"5050","SPIB","ATAC_all","Factor8",1
"5051","SREBF1(var.2)","ATAC_all","Factor8",0.632468738134718
"5052","TCF3","ATAC_all","Factor8",0.30636664022135
"5053","TCF4","ATAC_all","Factor8",0.0034319207491917
"5054","TCF7","ATAC_all","Factor8",0.969124143759946
"5055","TEAD1","ATAC_all","Factor8",0.462167344342159
"5056","TEAD4","ATAC_all","Factor8",0.225312543730553
"5057","TFAP2A","ATAC_all","Factor8",0.892056598272229
"5058","TFAP2C(var.2)","ATAC_all","Factor8",1
"5059","TWIST1","ATAC_all","Factor8",0.179342332496537
"5060","USF1","ATAC_all","Factor8",1
"5061","USF2","ATAC_all","Factor8",0.658902010596693
"5062","YY2","ATAC_all","Factor8",1
"5063","ZNF263","ATAC_all","Factor8",1
"5064","CREM","ATAC_all","Factor8",0.969124143759946
"5065","FOXF2","ATAC_all","Factor9",1
"5066","FOXD1","ATAC_all","Factor9",1
"5067","IRF2","ATAC_all","Factor9",0.0017305895305955
"5068","MZF1(var.2)","ATAC_all","Factor9",2.79553202508695e-06
"5069","MAX::MYC","ATAC_all","Factor9",0.00126130940338787
"5070","PPARG","ATAC_all","Factor9",1
"5071","PAX6","ATAC_all","Factor9",0.117695854048836
"5072","PBX1","ATAC_all","Factor9",1
"5073","RORA","ATAC_all","Factor9",1
"5074","RORA(var.2)","ATAC_all","Factor9",1
"5075","RREB1","ATAC_all","Factor9",0.000194570007592878
"5076","RXRA::VDR","ATAC_all","Factor9",0.452247855629051
"5077","SOX9","ATAC_all","Factor9",0.504922465641836
"5078","SRY","ATAC_all","Factor9",1
"5079","TAL1::TCF3","ATAC_all","Factor9",1
"5080","REL","ATAC_all","Factor9",2.87909009757484e-05
"5081","RELA","ATAC_all","Factor9",0.00292429623400485
"5082","NR1H2::RXRA","ATAC_all","Factor9",0.00130173439552944
"5083","NFIC::TLX1","ATAC_all","Factor9",1
"5084","ZNF354C","ATAC_all","Factor9",1.29988693146422e-07
"5085","CTCF","ATAC_all","Factor9",2.50977422303106e-11
"5086","EWSR1-FLI1","ATAC_all","Factor9",1.25068984473184e-07
"5087","REST","ATAC_all","Factor9",0.00606859570720969
"5088","NFATC2","ATAC_all","Factor9",0.720981041516264
"5089","INSM1","ATAC_all","Factor9",0.00110087173132349
"5090","RARA::RXRA","ATAC_all","Factor9",0.0204531816750126
"5091","NR4A2","ATAC_all","Factor9",1
"5092","PLAG1","ATAC_all","Factor9",9.45071462635248e-05
"5093","ARNT::HIF1A","ATAC_all","Factor9",1
"5094","DUX4","ATAC_all","Factor9",1
"5095","FOS","ATAC_all","Factor9",1
"5096","FOSL2","ATAC_all","Factor9",1
"5097","FOXH1","ATAC_all","Factor9",1
"5098","JUN","ATAC_all","Factor9",1
"5099","JUN(var.2)","ATAC_all","Factor9",1
"5100","JUND(var.2)","ATAC_all","Factor9",1
"5101","MEF2C","ATAC_all","Factor9",1
"5102","MAF::NFE2","ATAC_all","Factor9",1
"5103","NR2C2","ATAC_all","Factor9",1.67105577483868e-09
"5104","NRF1","ATAC_all","Factor9",1.70349304419237e-13
"5105","POU2F2","ATAC_all","Factor9",1
"5106","SMAD2::SMAD3::SMAD4","ATAC_all","Factor9",1
"5107","STAT1::STAT2","ATAC_all","Factor9",0.459445170427265
"5108","TCF7L2","ATAC_all","Factor9",0.0226328457046052
"5109","ZBTB33","ATAC_all","Factor9",4.01028821016157e-08
"5110","ELK4","ATAC_all","Factor9",2.3733738388428e-13
"5111","ESR2","ATAC_all","Factor9",0.460655924680316
"5112","IRF1","ATAC_all","Factor9",1
"5113","STAT1","ATAC_all","Factor9",0.857240747931821
"5114","STAT3","ATAC_all","Factor9",0.67716998494574
"5115","GATA1::TAL1","ATAC_all","Factor9",1
"5116","YY1","ATAC_all","Factor9",0.000618223411283603
"5117","FOXP2","ATAC_all","Factor9",1
"5118","SREBF1","ATAC_all","Factor9",0.0176611819007145
"5119","SREBF2","ATAC_all","Factor9",0.0853159216534104
"5120","THAP1","ATAC_all","Factor9",0.000827000020682333
"5121","KLF5","ATAC_all","Factor9",9.58141315154981e-21
"5122","DMRT3","ATAC_all","Factor9",1
"5123","FOXG1","ATAC_all","Factor9",1
"5124","LBX1","ATAC_all","Factor9",1
"5125","NFATC3","ATAC_all","Factor9",1
"5126","POU6F1","ATAC_all","Factor9",1
"5127","SHOX","ATAC_all","Factor9",1
"5128","ALX3","ATAC_all","Factor9",1
"5129","BARHL2","ATAC_all","Factor9",0.189908551835982
"5130","BHLHE41","ATAC_all","Factor9",0.00070153293323893
"5131","CENPB","ATAC_all","Factor9",1.20581491145516e-05
"5132","CREB3","ATAC_all","Factor9",0.00678556718847087
"5133","DBP","ATAC_all","Factor9",1
"5134","ELF4","ATAC_all","Factor9",1.17232850738878e-11
"5135","ELF5","ATAC_all","Factor9",6.23399219367405e-07
"5136","EN1","ATAC_all","Factor9",1
"5137","EN2","ATAC_all","Factor9",0.0352115847943621
"5138","ESX1","ATAC_all","Factor9",1
"5139","ETV6","ATAC_all","Factor9",8.28045112173361e-07
"5140","FLI1","ATAC_all","Factor9",2.48237194794412e-06
"5141","FOXI1","ATAC_all","Factor9",0.949835405625606
"5142","FOXL1","ATAC_all","Factor9",0.949835405625606
"5143","FOXO3","ATAC_all","Factor9",0.642032517604052
"5144","GCM1","ATAC_all","Factor9",1
"5145","GRHL1","ATAC_all","Factor9",0.770945249354875
"5146","GSC","ATAC_all","Factor9",1
"5147","HEY2","ATAC_all","Factor9",0.00733321715752046
"5148","HINFP","ATAC_all","Factor9",1.54505596256228e-13
"5149","HNF1A","ATAC_all","Factor9",1
"5150","HNF1B","ATAC_all","Factor9",1
"5151","HOXC11","ATAC_all","Factor9",1
"5152","HSF1","ATAC_all","Factor9",1
"5153","IRF8","ATAC_all","Factor9",0.399182654044881
"5154","IRF9","ATAC_all","Factor9",0.674138415646056
"5155","ISX","ATAC_all","Factor9",1
"5156","JDP2","ATAC_all","Factor9",1
"5157","JDP2(var.2)","ATAC_all","Factor9",0.00899156287160948
"5158","KLF13","ATAC_all","Factor9",1.52310032373713e-07
"5159","LHX6","ATAC_all","Factor9",1
"5160","MEF2B","ATAC_all","Factor9",1
"5161","MEOX1","ATAC_all","Factor9",1
"5162","MIXL1","ATAC_all","Factor9",1
"5163","MLX","ATAC_all","Factor9",0.0144819306438725
"5164","MLXIPL","ATAC_all","Factor9",0.00126263865575596
"5165","MSC","ATAC_all","Factor9",0.621981154273518
"5166","MSX1","ATAC_all","Factor9",1
"5167","MYF6","ATAC_all","Factor9",0.890847309279152
"5168","NEUROD2","ATAC_all","Factor9",1
"5169","NEUROG2","ATAC_all","Factor9",1
"5170","NFIA","ATAC_all","Factor9",0.440712068648347
"5171","NFIX","ATAC_all","Factor9",0.0116346351850797
"5172","NHLH1","ATAC_all","Factor9",0.0122000092339584
"5173","NKX2-3","ATAC_all","Factor9",0.66273550206013
"5174","NKX2-8","ATAC_all","Factor9",1
"5175","NKX6-1","ATAC_all","Factor9",1
"5176","NKX6-2","ATAC_all","Factor9",1
"5177","OLIG2","ATAC_all","Factor9",1
"5178","PAX4","ATAC_all","Factor9",1
"5179","PAX7","ATAC_all","Factor9",0.989048803349742
"5180","POU4F2","ATAC_all","Factor9",1
"5181","SP4","ATAC_all","Factor9",5.33026753312285e-19
"5182","SPDEF","ATAC_all","Factor9",1.40638575460212e-06
"5183","SPIC","ATAC_all","Factor9",0.866488942116145
"5184","SRF","ATAC_all","Factor9",1
"5185","TBXT","ATAC_all","Factor9",1
"5186","TBX2","ATAC_all","Factor9",1
"5187","TBX20","ATAC_all","Factor9",0.991049407728103
"5188","TBX21","ATAC_all","Factor9",1
"5189","TFAP4","ATAC_all","Factor9",1
"5190","TFCP2","ATAC_all","Factor9",0.638686357687052
"5191","TFEB","ATAC_all","Factor9",0.00552906804093635
"5192","ZBTB7B","ATAC_all","Factor9",4.94397172421759e-05
"5193","ZBTB7C","ATAC_all","Factor9",6.24381003911045e-07
"5194","ZIC1","ATAC_all","Factor9",2.05672864140511e-11
"5195","ZIC3","ATAC_all","Factor9",1.3962801050889e-18
"5196","ZBTB18","ATAC_all","Factor9",1
"5197","LBX2","ATAC_all","Factor9",1
"5198","MEOX2","ATAC_all","Factor9",1
"5199","MNX1","ATAC_all","Factor9",1
"5200","MSX2","ATAC_all","Factor9",1
"5201","NOTO","ATAC_all","Factor9",1
"5202","OTX1","ATAC_all","Factor9",0.859494867437764
"5203","PDX1","ATAC_all","Factor9",1
"5204","PHOX2A","ATAC_all","Factor9",1
"5205","PITX3","ATAC_all","Factor9",0.304548332708375
"5206","PROP1","ATAC_all","Factor9",1
"5207","PRRX1","ATAC_all","Factor9",1
"5208","RAX2","ATAC_all","Factor9",1
"5209","RAX","ATAC_all","Factor9",1
"5210","RHOXF1","ATAC_all","Factor9",0.810863958743127
"5211","UNCX","ATAC_all","Factor9",1
"5212","VAX1","ATAC_all","Factor9",1
"5213","VAX2","ATAC_all","Factor9",1
"5214","VENTX","ATAC_all","Factor9",0.779541779116933
"5215","VSX1","ATAC_all","Factor9",1
"5216","VSX2","ATAC_all","Factor9",1
"5217","ESR1","ATAC_all","Factor9",0.17086446544332
"5218","ESRRB","ATAC_all","Factor9",1
"5219","NR2F1","ATAC_all","Factor9",1
"5220","NR3C1","ATAC_all","Factor9",0.55474061713736
"5221","NR3C2","ATAC_all","Factor9",0.301571608269022
"5222","RARA","ATAC_all","Factor9",1
"5223","RARA(var.2)","ATAC_all","Factor9",0.222900538848574
"5224","BCL6B","ATAC_all","Factor9",1
"5225","EGR2","ATAC_all","Factor9",0.000505052081503748
"5226","EGR3","ATAC_all","Factor9",5.83054327004713e-14
"5227","EGR4","ATAC_all","Factor9",2.6682711651795e-12
"5228","GLIS1","ATAC_all","Factor9",0.000912362762470407
"5229","GLIS2","ATAC_all","Factor9",1.11351789690092e-05
"5230","GLIS3","ATAC_all","Factor9",0.000489371860328406
"5231","HIC2","ATAC_all","Factor9",0.00172274757057036
"5232","KLF14","ATAC_all","Factor9",1.75147872743789e-22
"5233","KLF16","ATAC_all","Factor9",5.05022410978038e-25
"5234","SP8","ATAC_all","Factor9",6.03813359394392e-21
"5235","ZBED1","ATAC_all","Factor9",0.02462865752792
"5236","ZIC4","ATAC_all","Factor9",6.54421274941324e-11
"5237","ZNF143","ATAC_all","Factor9",1
"5238","ZNF410","ATAC_all","Factor9",0.442496860380656
"5239","CUX1","ATAC_all","Factor9",0.0800503244345246
"5240","CUX2","ATAC_all","Factor9",0.00126263865575596
"5241","ONECUT2","ATAC_all","Factor9",0.213252877998622
"5242","ONECUT3","ATAC_all","Factor9",1
"5243","E2F7","ATAC_all","Factor9",0.000677108403192656
"5244","ELK3","ATAC_all","Factor9",3.48237482245414e-06
"5245","ERF","ATAC_all","Factor9",0.00126263865575596
"5246","ERG","ATAC_all","Factor9",1.99776956129467e-06
"5247","ETS1","ATAC_all","Factor9",6.75209942686737e-07
"5248","ETV2","ATAC_all","Factor9",0.0186559033333103
"5249","ETV3","ATAC_all","Factor9",7.03765432081178e-08
"5250","FEV","ATAC_all","Factor9",0.000285490150842454
"5251","GCM2","ATAC_all","Factor9",0.00023671562652828
"5252","LEF1","ATAC_all","Factor9",1
"5253","HSF2","ATAC_all","Factor9",1
"5254","HSF4","ATAC_all","Factor9",1
"5255","IRF7","ATAC_all","Factor9",0.0291294013307754
"5256","MEF2D","ATAC_all","Factor9",1
"5257","MEIS1","ATAC_all","Factor9",1
"5258","MEIS2","ATAC_all","Factor9",1
"5259","MEIS3","ATAC_all","Factor9",1
"5260","MYBL1","ATAC_all","Factor9",0.156235809507477
"5261","MYBL2","ATAC_all","Factor9",0.356467140899082
"5262","NFKB1","ATAC_all","Factor9",0.0371673446690149
"5263","NFKB2","ATAC_all","Factor9",0.000607924155208831
"5264","PAX1","ATAC_all","Factor9",0.140389073132708
"5265","PAX3","ATAC_all","Factor9",1
"5266","PAX9","ATAC_all","Factor9",0.387826326716878
"5267","PKNOX2","ATAC_all","Factor9",1
"5268","POU1F1","ATAC_all","Factor9",1
"5269","POU2F1","ATAC_all","Factor9",1
"5270","POU3F1","ATAC_all","Factor9",1
"5271","POU3F2","ATAC_all","Factor9",1
"5272","POU3F3","ATAC_all","Factor9",1
"5273","POU3F4","ATAC_all","Factor9",1
"5274","POU4F1","ATAC_all","Factor9",1
"5275","POU4F3","ATAC_all","Factor9",1
"5276","POU5F1B","ATAC_all","Factor9",0.223047226408812
"5277","POU6F2","ATAC_all","Factor9",1
"5278","PROX1","ATAC_all","Factor9",0.303259153583318
"5279","RFX2","ATAC_all","Factor9",0.0736454988320413
"5280","SMAD3","ATAC_all","Factor9",0.364966870578772
"5281","TGIF1","ATAC_all","Factor9",1
"5282","TGIF2","ATAC_all","Factor9",1
"5283","RFX4","ATAC_all","Factor9",0.0234550733658562
"5284","RFX5","ATAC_all","Factor9",0.156525208120675
"5285","RUNX2","ATAC_all","Factor9",0.0983198937194674
"5286","EOMES","ATAC_all","Factor9",1
"5287","MGA","ATAC_all","Factor9",1
"5288","TBR1","ATAC_all","Factor9",1
"5289","TBX15","ATAC_all","Factor9",1
"5290","TBX19","ATAC_all","Factor9",0.770945249354875
"5291","TBX1","ATAC_all","Factor9",1
"5292","TBX4","ATAC_all","Factor9",1
"5293","TBX5","ATAC_all","Factor9",1
"5294","TEAD3","ATAC_all","Factor9",1
"5295","TFAP2A(var.2)","ATAC_all","Factor9",8.43892208310097e-05
"5296","TFAP2B","ATAC_all","Factor9",0.0228747642263054
"5297","TFAP2B(var.2)","ATAC_all","Factor9",4.94397172421759e-05
"5298","TFAP2B(var.3)","ATAC_all","Factor9",0.000493274899245116
"5299","TFAP2C","ATAC_all","Factor9",0.0933584760408872
"5300","TFAP2C(var.3)","ATAC_all","Factor9",3.91916995666018e-05
"5301","BHLHE40","ATAC_all","Factor9",0.00120835587040746
"5302","BHLHE23","ATAC_all","Factor9",1
"5303","BHLHE22","ATAC_all","Factor9",1
"5304","CLOCK","ATAC_all","Factor9",5.84274977744076e-05
"5305","FIGLA","ATAC_all","Factor9",0.155546040942208
"5306","HES5","ATAC_all","Factor9",0.00126263865575596
"5307","HES7","ATAC_all","Factor9",0.519627762233527
"5308","HEY1","ATAC_all","Factor9",0.000845107827178411
"5309","MAX","ATAC_all","Factor9",0.116579469707708
"5310","MNT","ATAC_all","Factor9",0.00252762379882285
"5311","OLIG1","ATAC_all","Factor9",1
"5312","OLIG3","ATAC_all","Factor9",1
"5313","SREBF2(var.2)","ATAC_all","Factor9",0.674138415646056
"5314","ATF7","ATAC_all","Factor9",0.00110087173132349
"5315","CEBPB","ATAC_all","Factor9",1
"5316","CEBPE","ATAC_all","Factor9",1
"5317","CEBPG","ATAC_all","Factor9",1
"5318","CREB3L1","ATAC_all","Factor9",0.240926410029803
"5319","NFE2","ATAC_all","Factor9",1
"5320","TEF","ATAC_all","Factor9",1
"5321","XBP1","ATAC_all","Factor9",1
"5322","FOXB1","ATAC_all","Factor9",1
"5323","FOXC1","ATAC_all","Factor9",1
"5324","FOXC2","ATAC_all","Factor9",1
"5325","FOXO4","ATAC_all","Factor9",0.949835405625606
"5326","FOXO6","ATAC_all","Factor9",0.949835405625606
