,id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin
823,CPI-SC0FF018913,COL28A1_a1b1 complex,simple:Q2UY09,complex:a1b1 complex,COL28A1,,True,False,False,curated,True
824,CPI-SC08BF895FC,COL13A1_a1b1 complex,simple:Q5TAT6,complex:a1b1 complex,COL13A1,,False,False,False,curated,True
825,CPI-SC0D7F33CFB,COL27A1_a1b1 complex,simple:Q8IZC6,complex:a1b1 complex,COL27A1,,True,False,False,curated,True
826,CPI-SC040B3EFBC,COL22A1_a1b1 complex,simple:Q8NFW1,complex:a1b1 complex,COL22A1,,True,False,False,curated,True
827,CPI-SC0EACF2D60,COL26A1_a1b1 complex,simple:Q96A83,complex:a1b1 complex,COL26A1,,True,False,False,curated,True
828,CPI-SC09C06C70F,COL21A1_a1b1 complex,simple:Q96P44,complex:a1b1 complex,COL21A1,,True,False,False,curated,True
829,CPI-SC004A436C5,COL12A1_a1b1 complex,simple:Q99715,complex:a1b1 complex,COL12A1,,True,False,False,curated,True
830,CPI-SC00BE2EEE3,COL20A1_a1b1 complex,simple:Q9P218,complex:a1b1 complex,COL20A1,,True,False,False,curated,True
831,CPI-SC08AA91C84,COL17A1_a1b1 complex,simple:Q9UMD9,complex:a1b1 complex,COL17A1,,True,False,False,curated,True
832,CPI-SC0EAF80261,SEMA7A_a1b1 complex,simple:O75326,complex:a1b1 complex,SEMA7A,,False,False,False,curated,True
833,CPI-SC05D87F723,COL6A6_a2b1 complex,simple:A6NMZ7,complex:a2b1 complex,COL6A6,,True,False,False,curated,True
834,CPI-SC0606C6896,COL6A5_a2b1 complex,simple:A8TX70,complex:a2b1 complex,COL6A5,,True,False,False,curated,True
835,CPI-SC01EA4FF6B,COL1A1_a2b1 complex,simple:P02452,complex:a2b1 complex,COL1A1,,True,False,False,curated,True
836,CPI-SC036D78A43,COL2A1_a2b1 complex,simple:P02458,complex:a2b1 complex,COL2A1,,True,False,False,curated,True
837,CPI-SC054484F7B,COL3A1_a2b1 complex,simple:P02461,complex:a2b1 complex,COL3A1,,True,False,False,curated,True
838,CPI-SC02392F4AF,COL4A1_a2b1 complex,simple:P02462,complex:a2b1 complex,COL4A1,,True,False,False,curated,True
839,CPI-SC01FFC9392,FN1_a2b1 complex,simple:P02751,complex:a2b1 complex,FN1,,True,False,False,curated,True
840,CPI-SC0CA7B34A5,COL5A2_a2b1 complex,simple:P05997,complex:a2b1 complex,COL5A2,,True,False,False,curated,True
841,CPI-SC05CCF815E,COL1A2_a2b1 complex,simple:P08123,complex:a2b1 complex,COL1A2,,True,False,False,curated,True
842,CPI-SC07222A428,COL4A2_a2b1 complex,simple:P08572,complex:a2b1 complex,COL4A2,,True,False,False,curated,True
843,CPI-SC0FBFA176B,COL11A1_a2b1 complex,simple:P12107,complex:a2b1 complex,COL11A1,,True,False,False,curated,True
844,CPI-SC08D8A859F,COL6A1_a2b1 complex,simple:P12109,complex:a2b1 complex,COL6A1,,True,False,False,curated,True
845,CPI-SC0814068D9,COL6A2_a2b1 complex,simple:P12110,complex:a2b1 complex,COL6A2,,True,False,False,curated,True
846,CPI-SC0D870AE49,COL6A3_a2b1 complex,simple:P12111,complex:a2b1 complex,COL6A3,,True,False,False,curated,True
847,CPI-SC0E4E54E13,COL11A2_a2b1 complex,simple:P13942,complex:a2b1 complex,COL11A2,,True,False,False,curated,True
848,CPI-SC08F797F90,COL9A1_a2b1 complex,simple:P20849,complex:a2b1 complex,COL9A1,,True,False,False,curated,True
849,CPI-SC035134F18,COL5A1_a2b1 complex,simple:P20908,complex:a2b1 complex,COL5A1,,True,False,False,curated,True
850,CPI-SC04B354AE3,COL8A2_a2b1 complex,simple:P25067,complex:a2b1 complex,COL8A2,,True,False,False,curated,True
851,CPI-SC0FC645961,COL5A3_a2b1 complex,simple:P25940,complex:a2b1 complex,COL5A3,,True,False,False,curated,True
852,CPI-SC058845C44,COL8A1_a2b1 complex,simple:P27658,complex:a2b1 complex,COL8A1,,True,False,False,curated,True
853,CPI-SC09C0B5D08,COL4A5_a2b1 complex,simple:P29400,complex:a2b1 complex,COL4A5,,True,False,False,curated,True
854,CPI-SC039D075C6,COL15A1_a2b1 complex,simple:P39059,complex:a2b1 complex,COL15A1,,True,False,False,curated,True
855,CPI-SC04B0064C4,COL18A1_a2b1 complex,simple:P39060,complex:a2b1 complex,COL18A1,,True,False,False,curated,True
856,CPI-SC03DD752AB,COL4A4_a2b1 complex,simple:P53420,complex:a2b1 complex,COL4A4,,True,False,False,curated,True
857,CPI-SC052A417CB,COL4A3_a2b1 complex,simple:Q01955,complex:a2b1 complex,COL4A3,,True,False,False,curated,True
858,CPI-SC08A98E7D4,COL7A1_a2b1 complex,simple:Q02388,complex:a2b1 complex,COL7A1,,True,False,False,curated,True
859,CPI-SC03C093767,COL10A1_a2b1 complex,simple:Q03692,complex:a2b1 complex,COL10A1,,True,False,False,curated,True
860,CPI-SC0E0C50FCA,COL14A1_a2b1 complex,simple:Q05707,complex:a2b1 complex,COL14A1,,True,False,False,curated,True
861,CPI-SC01E9FAC20,COL16A1_a2b1 complex,simple:Q07092,complex:a2b1 complex,COL16A1,,True,False,False,curated,True
862,CPI-SC061137A41,COL4A6_a2b1 complex,simple:Q14031,complex:a2b1 complex,COL4A6,,True,False,False,curated,True
863,CPI-SC01F1F24AA,COL9A3_a2b1 complex,simple:Q14050,complex:a2b1 complex,COL9A3,,True,False,False,curated,True
864,CPI-SC08226CD3B,COL9A2_a2b1 complex,simple:Q14055,complex:a2b1 complex,COL9A2,,True,False,False,curated,True
865,CPI-SC0ADD7BEF0,COL19A1_a2b1 complex,simple:Q14993,complex:a2b1 complex,COL19A1,,True,False,False,curated,True
866,CPI-SC0EB600CAC,COL24A1_a2b1 complex,simple:Q17RW2,complex:a2b1 complex,COL24A1,,True,False,False,curated,True
867,CPI-SC083EDDA21,COL28A1_a2b1 complex,simple:Q2UY09,complex:a2b1 complex,COL28A1,,True,False,False,curated,True
868,CPI-SC0CCF30377,COL13A1_a2b1 complex,simple:Q5TAT6,complex:a2b1 complex,COL13A1,,False,False,False,curated,True
869,CPI-SC0CE6F5084,COL27A1_a2b1 complex,simple:Q8IZC6,complex:a2b1 complex,COL27A1,,True,False,False,curated,True
870,CPI-SC09DE07794,COL22A1_a2b1 complex,simple:Q8NFW1,complex:a2b1 complex,COL22A1,,True,False,False,curated,True
871,CPI-SC0AD6D8724,COL26A1_a2b1 complex,simple:Q96A83,complex:a2b1 complex,COL26A1,,True,False,False,curated,True
872,CPI-SC040C26CBD,COL21A1_a2b1 complex,simple:Q96P44,complex:a2b1 complex,COL21A1,,True,False,False,curated,True
873,CPI-SC0F300DE24,COL12A1_a2b1 complex,simple:Q99715,complex:a2b1 complex,COL12A1,,True,False,False,curated,True
874,CPI-SC00064A9CE,COL20A1_a2b1 complex,simple:Q9P218,complex:a2b1 complex,COL20A1,,True,False,False,curated,True
875,CPI-SC06873D10F,COL17A1_a2b1 complex,simple:Q9UMD9,complex:a2b1 complex,COL17A1,,True,False,False,curated,True
876,CPI-SC0E3784FFB,LAMC1_a2b1 complex,simple:P11047,complex:a2b1 complex,LAMC1,,True,False,False,curated,True
877,CPI-SC0D9B795CC,CDH1_a2b1 complex,simple:P12830,complex:a2b1 complex,CDH1,,False,False,False,curated,True
878,CPI-SC0E03C13D1,COL6A6_integrin_a10b1_complex,simple:A6NMZ7,complex:integrin_a10b1_complex,COL6A6,,True,False,False,user_curated,True
879,CPI-SC0E4A99136,COL6A5_integrin_a10b1_complex,simple:A8TX70,complex:integrin_a10b1_complex,COL6A5,,True,False,False,user_curated,True
880,CPI-SC028882919,COL1A1_integrin_a10b1_complex,simple:P02452,complex:integrin_a10b1_complex,COL1A1,,True,False,False,user_curated,True
881,CPI-SC0AA90A03B,COL2A1_integrin_a10b1_complex,simple:P02458,complex:integrin_a10b1_complex,COL2A1,,True,False,False,user_curated,True
882,CPI-SC0A7864078,COL3A1_integrin_a10b1_complex,simple:P02461,complex:integrin_a10b1_complex,COL3A1,,True,False,False,user_curated,True
883,CPI-SC0756B421F,COL4A1_integrin_a10b1_complex,simple:P02462,complex:integrin_a10b1_complex,COL4A1,,True,False,False,user_curated,True
884,CPI-SC0C91660AB,FN1_integrin_a10b1_complex,simple:P02751,complex:integrin_a10b1_complex,FN1,,True,False,False,user_curated,True
885,CPI-SC0CED85DDE,COL5A2_integrin_a10b1_complex,simple:P05997,complex:integrin_a10b1_complex,COL5A2,,True,False,False,user_curated,True
886,CPI-SC07707E049,COL1A2_integrin_a10b1_complex,simple:P08123,complex:integrin_a10b1_complex,COL1A2,,True,False,False,user_curated,True
887,CPI-SC0096917A2,COL4A2_integrin_a10b1_complex,simple:P08572,complex:integrin_a10b1_complex,COL4A2,,True,False,False,user_curated,True
888,CPI-SC0B991F6B1,COL11A1_integrin_a10b1_complex,simple:P12107,complex:integrin_a10b1_complex,COL11A1,,True,False,False,user_curated,True
889,CPI-SC0251EEF61,COL6A1_integrin_a10b1_complex,simple:P12109,complex:integrin_a10b1_complex,COL6A1,,True,False,False,user_curated,True
890,CPI-SC07F654CB3,COL6A2_integrin_a10b1_complex,simple:P12110,complex:integrin_a10b1_complex,COL6A2,,True,False,False,user_curated,True
891,CPI-SC059D160BE,COL6A3_integrin_a10b1_complex,simple:P12111,complex:integrin_a10b1_complex,COL6A3,,True,False,False,user_curated,True
892,CPI-SC034D4CF73,COL11A2_integrin_a10b1_complex,simple:P13942,complex:integrin_a10b1_complex,COL11A2,,True,False,False,user_curated,True
893,CPI-SC050CC3A3F,COL9A1_integrin_a10b1_complex,simple:P20849,complex:integrin_a10b1_complex,COL9A1,,True,False,False,user_curated,True
894,CPI-SC05590EDD3,COL5A1_integrin_a10b1_complex,simple:P20908,complex:integrin_a10b1_complex,COL5A1,,True,False,False,user_curated,True
895,CPI-SC0FCB8DFBB,COL8A2_integrin_a10b1_complex,simple:P25067,complex:integrin_a10b1_complex,COL8A2,,True,False,False,user_curated,True
896,CPI-SC0DA063880,COL5A3_integrin_a10b1_complex,simple:P25940,complex:integrin_a10b1_complex,COL5A3,,True,False,False,user_curated,True
897,CPI-SC068FFC547,COL8A1_integrin_a10b1_complex,simple:P27658,complex:integrin_a10b1_complex,COL8A1,,True,False,False,user_curated,True
898,CPI-SC0F1833AC0,COL4A5_integrin_a10b1_complex,simple:P29400,complex:integrin_a10b1_complex,COL4A5,,True,False,False,user_curated,True
899,CPI-SC01BE5E1F7,COL15A1_integrin_a10b1_complex,simple:P39059,complex:integrin_a10b1_complex,COL15A1,,True,False,False,user_curated,True
900,CPI-SC039737584,COL18A1_integrin_a10b1_complex,simple:P39060,complex:integrin_a10b1_complex,COL18A1,,True,False,False,user_curated,True
901,CPI-SC030087D4F,COL4A4_integrin_a10b1_complex,simple:P53420,complex:integrin_a10b1_complex,COL4A4,,True,False,False,user_curated,True
902,CPI-SC0CC8A2F79,COL4A3_integrin_a10b1_complex,simple:Q01955,complex:integrin_a10b1_complex,COL4A3,,True,False,False,user_curated,True
903,CPI-SC0B4771D76,COL7A1_integrin_a10b1_complex,simple:Q02388,complex:integrin_a10b1_complex,COL7A1,,True,False,False,user_curated,True
904,CPI-SC0B4F620A6,COL10A1_integrin_a10b1_complex,simple:Q03692,complex:integrin_a10b1_complex,COL10A1,,True,False,False,user_curated,True
905,CPI-SC0B6D93CD4,COL14A1_integrin_a10b1_complex,simple:Q05707,complex:integrin_a10b1_complex,COL14A1,,True,False,False,user_curated,True
906,CPI-SC027EF0F68,COL16A1_integrin_a10b1_complex,simple:Q07092,complex:integrin_a10b1_complex,COL16A1,,True,False,False,user_curated,True
907,CPI-SC0BFDE14E9,COL4A6_integrin_a10b1_complex,simple:Q14031,complex:integrin_a10b1_complex,COL4A6,,True,False,False,user_curated,True
908,CPI-SC0FD500AF3,COL9A3_integrin_a10b1_complex,simple:Q14050,complex:integrin_a10b1_complex,COL9A3,,True,False,False,user_curated,True
909,CPI-SC0A210DC1F,COL9A2_integrin_a10b1_complex,simple:Q14055,complex:integrin_a10b1_complex,COL9A2,,True,False,False,user_curated,True
910,CPI-SC0423059DF,COL19A1_integrin_a10b1_complex,simple:Q14993,complex:integrin_a10b1_complex,COL19A1,,True,False,False,user_curated,True
911,CPI-SC09E4E673B,COL24A1_integrin_a10b1_complex,simple:Q17RW2,complex:integrin_a10b1_complex,COL24A1,,True,False,False,user_curated,True
912,CPI-SC0E9AA9087,COL28A1_integrin_a10b1_complex,simple:Q2UY09,complex:integrin_a10b1_complex,COL28A1,,True,False,False,user_curated,True
913,CPI-SC0A18569E5,COL13A1_integrin_a10b1_complex,simple:Q5TAT6,complex:integrin_a10b1_complex,COL13A1,,False,False,False,user_curated,True
914,CPI-SC090152EEE,COL27A1_integrin_a10b1_complex,simple:Q8IZC6,complex:integrin_a10b1_complex,COL27A1,,True,False,False,user_curated,True
915,CPI-SC0AA500B63,COL22A1_integrin_a10b1_complex,simple:Q8NFW1,complex:integrin_a10b1_complex,COL22A1,,True,False,False,user_curated,True
916,CPI-SC008D5E4B2,COL26A1_integrin_a10b1_complex,simple:Q96A83,complex:integrin_a10b1_complex,COL26A1,,True,False,False,user_curated,True
917,CPI-SC076898564,COL21A1_integrin_a10b1_complex,simple:Q96P44,complex:integrin_a10b1_complex,COL21A1,,True,False,False,user_curated,True
918,CPI-SC0EC720659,COL12A1_integrin_a10b1_complex,simple:Q99715,complex:integrin_a10b1_complex,COL12A1,,True,False,False,user_curated,True
919,CPI-SC0F393B830,COL20A1_integrin_a10b1_complex,simple:Q9P218,complex:integrin_a10b1_complex,COL20A1,,True,False,False,user_curated,True
920,CPI-SC00942962B,COL17A1_integrin_a10b1_complex,simple:Q9UMD9,complex:integrin_a10b1_complex,COL17A1,,True,False,False,user_curated,True
921,CPI-SC0EDDBD0FB,COL6A6_integrin_a11b1_complex,simple:A6NMZ7,complex:integrin_a11b1_complex,COL6A6,,True,False,False,user_curated,True
922,CPI-SC0E453F338,COL6A5_integrin_a11b1_complex,simple:A8TX70,complex:integrin_a11b1_complex,COL6A5,,True,False,False,user_curated,True
923,CPI-SC0AD2341AF,COL1A1_integrin_a11b1_complex,simple:P02452,complex:integrin_a11b1_complex,COL1A1,,True,False,False,user_curated,True
924,CPI-SC0A5E87289,COL2A1_integrin_a11b1_complex,simple:P02458,complex:integrin_a11b1_complex,COL2A1,,True,False,False,user_curated,True
925,CPI-SC0C061DC28,COL3A1_integrin_a11b1_complex,simple:P02461,complex:integrin_a11b1_complex,COL3A1,,True,False,False,user_curated,True
926,CPI-SC0C351F7DF,COL4A1_integrin_a11b1_complex,simple:P02462,complex:integrin_a11b1_complex,COL4A1,,True,False,False,user_curated,True
927,CPI-SC0AE4F5BAB,FN1_integrin_a11b1_complex,simple:P02751,complex:integrin_a11b1_complex,FN1,,True,False,False,user_curated,True
928,CPI-SC075489ADB,COL5A2_integrin_a11b1_complex,simple:P05997,complex:integrin_a11b1_complex,COL5A2,,True,False,False,user_curated,True
929,CPI-SC015ECCD97,COL1A2_integrin_a11b1_complex,simple:P08123,complex:integrin_a11b1_complex,COL1A2,,True,False,False,user_curated,True
930,CPI-SC09AE93F66,COL4A2_integrin_a11b1_complex,simple:P08572,complex:integrin_a11b1_complex,COL4A2,,True,False,False,user_curated,True
931,CPI-SC06F3DDF90,COL11A1_integrin_a11b1_complex,simple:P12107,complex:integrin_a11b1_complex,COL11A1,,True,False,False,user_curated,True
932,CPI-SC0FB1817EE,COL6A1_integrin_a11b1_complex,simple:P12109,complex:integrin_a11b1_complex,COL6A1,,True,False,False,user_curated,True
933,CPI-SC0C5B4E222,COL6A2_integrin_a11b1_complex,simple:P12110,complex:integrin_a11b1_complex,COL6A2,,True,False,False,user_curated,True
934,CPI-SC044916391,COL6A3_integrin_a11b1_complex,simple:P12111,complex:integrin_a11b1_complex,COL6A3,,True,False,False,user_curated,True
935,CPI-SC06DCE672A,COL11A2_integrin_a11b1_complex,simple:P13942,complex:integrin_a11b1_complex,COL11A2,,True,False,False,user_curated,True
936,CPI-SC0E8C3A996,COL9A1_integrin_a11b1_complex,simple:P20849,complex:integrin_a11b1_complex,COL9A1,,True,False,False,user_curated,True
937,CPI-SC08821B0D2,COL5A1_integrin_a11b1_complex,simple:P20908,complex:integrin_a11b1_complex,COL5A1,,True,False,False,user_curated,True
938,CPI-SC0CC30CEC0,COL8A2_integrin_a11b1_complex,simple:P25067,complex:integrin_a11b1_complex,COL8A2,,True,False,False,user_curated,True
939,CPI-SC0D0BFC9F7,COL5A3_integrin_a11b1_complex,simple:P25940,complex:integrin_a11b1_complex,COL5A3,,True,False,False,user_curated,True
940,CPI-SC04FF0CDA1,COL8A1_integrin_a11b1_complex,simple:P27658,complex:integrin_a11b1_complex,COL8A1,,True,False,False,user_curated,True
941,CPI-SC044B5BE16,COL4A5_integrin_a11b1_complex,simple:P29400,complex:integrin_a11b1_complex,COL4A5,,True,False,False,user_curated,True
942,CPI-SC0BCE0B954,COL15A1_integrin_a11b1_complex,simple:P39059,complex:integrin_a11b1_complex,COL15A1,,True,False,False,user_curated,True
943,CPI-SC0755F1632,COL18A1_integrin_a11b1_complex,simple:P39060,complex:integrin_a11b1_complex,COL18A1,,True,False,False,user_curated,True
944,CPI-SC0FAC9844A,COL4A4_integrin_a11b1_complex,simple:P53420,complex:integrin_a11b1_complex,COL4A4,,True,False,False,user_curated,True
945,CPI-SC08F17FB3E,COL4A3_integrin_a11b1_complex,simple:Q01955,complex:integrin_a11b1_complex,COL4A3,,True,False,False,user_curated,True
946,CPI-SC037038602,COL7A1_integrin_a11b1_complex,simple:Q02388,complex:integrin_a11b1_complex,COL7A1,,True,False,False,user_curated,True
947,CPI-SC0519DE925,COL10A1_integrin_a11b1_complex,simple:Q03692,complex:integrin_a11b1_complex,COL10A1,,True,False,False,user_curated,True
948,CPI-SC092A2325E,COL14A1_integrin_a11b1_complex,simple:Q05707,complex:integrin_a11b1_complex,COL14A1,,True,False,False,user_curated,True
949,CPI-SC01633DC81,COL16A1_integrin_a11b1_complex,simple:Q07092,complex:integrin_a11b1_complex,COL16A1,,True,False,False,user_curated,True
950,CPI-SC01539071B,COL4A6_integrin_a11b1_complex,simple:Q14031,complex:integrin_a11b1_complex,COL4A6,,True,False,False,user_curated,True
951,CPI-SC086D7EC73,COL9A3_integrin_a11b1_complex,simple:Q14050,complex:integrin_a11b1_complex,COL9A3,,True,False,False,user_curated,True
952,CPI-SC0C155763A,COL9A2_integrin_a11b1_complex,simple:Q14055,complex:integrin_a11b1_complex,COL9A2,,True,False,False,user_curated,True
953,CPI-SC0E09C8768,COL19A1_integrin_a11b1_complex,simple:Q14993,complex:integrin_a11b1_complex,COL19A1,,True,False,False,user_curated,True
954,CPI-SC0B09B811A,COL24A1_integrin_a11b1_complex,simple:Q17RW2,complex:integrin_a11b1_complex,COL24A1,,True,False,False,user_curated,True
955,CPI-SC0E40282DA,COL28A1_integrin_a11b1_complex,simple:Q2UY09,complex:integrin_a11b1_complex,COL28A1,,True,False,False,user_curated,True
956,CPI-SC093DFA335,COL13A1_integrin_a11b1_complex,simple:Q5TAT6,complex:integrin_a11b1_complex,COL13A1,,False,False,False,user_curated,True
957,CPI-SC0FC6454F5,COL27A1_integrin_a11b1_complex,simple:Q8IZC6,complex:integrin_a11b1_complex,COL27A1,,True,False,False,user_curated,True
958,CPI-SC015ED6B05,COL22A1_integrin_a11b1_complex,simple:Q8NFW1,complex:integrin_a11b1_complex,COL22A1,,True,False,False,user_curated,True
959,CPI-SC08885876E,COL26A1_integrin_a11b1_complex,simple:Q96A83,complex:integrin_a11b1_complex,COL26A1,,True,False,False,user_curated,True
960,CPI-SC0C1E494D6,COL21A1_integrin_a11b1_complex,simple:Q96P44,complex:integrin_a11b1_complex,COL21A1,,True,False,False,user_curated,True
961,CPI-SC0A3722F1F,COL12A1_integrin_a11b1_complex,simple:Q99715,complex:integrin_a11b1_complex,COL12A1,,True,False,False,user_curated,True
962,CPI-SC0BB8BF2C5,COL20A1_integrin_a11b1_complex,simple:Q9P218,complex:integrin_a11b1_complex,COL20A1,,True,False,False,user_curated,True
963,CPI-SC0D3C68BD6,COL17A1_integrin_a11b1_complex,simple:Q9UMD9,complex:integrin_a11b1_complex,COL17A1,,True,False,False,user_curated,True
964,CPI-SC0D3870098,COL6A6_integrin_a1b1_complex,simple:A6NMZ7,complex:integrin_a1b1_complex,COL6A6,,True,False,False,user_curated,True
965,CPI-SC0C6DC4D50,COL6A5_integrin_a1b1_complex,simple:A8TX70,complex:integrin_a1b1_complex,COL6A5,,True,False,False,user_curated,True
966,CPI-SC08DBCCFF0,COL1A1_integrin_a1b1_complex,simple:P02452,complex:integrin_a1b1_complex,COL1A1,,True,False,False,user_curated,True
967,CPI-SC0EA8ABCFD,COL2A1_integrin_a1b1_complex,simple:P02458,complex:integrin_a1b1_complex,COL2A1,,True,False,False,user_curated,True
968,CPI-SC00367777A,COL3A1_integrin_a1b1_complex,simple:P02461,complex:integrin_a1b1_complex,COL3A1,,True,False,False,user_curated,True
969,CPI-SC0744E13CB,COL4A1_integrin_a1b1_complex,simple:P02462,complex:integrin_a1b1_complex,COL4A1,,True,False,False,user_curated,True
970,CPI-SC037A0554C,COL5A2_integrin_a1b1_complex,simple:P05997,complex:integrin_a1b1_complex,COL5A2,,True,False,False,user_curated,True
971,CPI-SC09DB9D20A,COL1A2_integrin_a1b1_complex,simple:P08123,complex:integrin_a1b1_complex,COL1A2,,True,False,False,user_curated,True
972,CPI-SC03F728659,COL4A2_integrin_a1b1_complex,simple:P08572,complex:integrin_a1b1_complex,COL4A2,,True,False,False,user_curated,True
973,CPI-SC0E53A238E,COL11A1_integrin_a1b1_complex,simple:P12107,complex:integrin_a1b1_complex,COL11A1,,True,False,False,user_curated,True
974,CPI-SC0549A759B,COL6A1_integrin_a1b1_complex,simple:P12109,complex:integrin_a1b1_complex,COL6A1,,True,False,False,user_curated,True
975,CPI-SC0F9FB6DCB,COL6A2_integrin_a1b1_complex,simple:P12110,complex:integrin_a1b1_complex,COL6A2,,True,False,False,user_curated,True
976,CPI-SC0ECDD1074,COL6A3_integrin_a1b1_complex,simple:P12111,complex:integrin_a1b1_complex,COL6A3,,True,False,False,user_curated,True
977,CPI-SC071163509,COL11A2_integrin_a1b1_complex,simple:P13942,complex:integrin_a1b1_complex,COL11A2,,True,False,False,user_curated,True
978,CPI-SC070BECDC9,COL9A1_integrin_a1b1_complex,simple:P20849,complex:integrin_a1b1_complex,COL9A1,,True,False,False,user_curated,True
979,CPI-SC0592501EA,COL5A1_integrin_a1b1_complex,simple:P20908,complex:integrin_a1b1_complex,COL5A1,,True,False,False,user_curated,True
980,CPI-SC0453131F6,COL8A2_integrin_a1b1_complex,simple:P25067,complex:integrin_a1b1_complex,COL8A2,,True,False,False,user_curated,True
981,CPI-SC00EAD4C47,COL5A3_integrin_a1b1_complex,simple:P25940,complex:integrin_a1b1_complex,COL5A3,,True,False,False,user_curated,True
982,CPI-SC03760D980,COL8A1_integrin_a1b1_complex,simple:P27658,complex:integrin_a1b1_complex,COL8A1,,True,False,False,user_curated,True
983,CPI-SC042B580A3,COL4A5_integrin_a1b1_complex,simple:P29400,complex:integrin_a1b1_complex,COL4A5,,True,False,False,user_curated,True
984,CPI-SC027893337,COL15A1_integrin_a1b1_complex,simple:P39059,complex:integrin_a1b1_complex,COL15A1,,True,False,False,user_curated,True
985,CPI-SC0C739EDCE,COL18A1_integrin_a1b1_complex,simple:P39060,complex:integrin_a1b1_complex,COL18A1,,True,False,False,user_curated,True
986,CPI-SC04ABF0023,COL4A4_integrin_a1b1_complex,simple:P53420,complex:integrin_a1b1_complex,COL4A4,,True,False,False,user_curated,True
987,CPI-SC0886D58EF,COL4A3_integrin_a1b1_complex,simple:Q01955,complex:integrin_a1b1_complex,COL4A3,,True,False,False,user_curated,True
988,CPI-SC0E509A5C6,COL7A1_integrin_a1b1_complex,simple:Q02388,complex:integrin_a1b1_complex,COL7A1,,True,False,False,user_curated,True
