,id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin
1849,CPI-SS0C283076A,WNT11_SFRP2,simple:O96014,simple:Q96HF1,WNT11,SFRP2,True,False,False,user_curated,False
1850,CPI-SS0D861FC88,WNT1_SFRP2,simple:P04628,simple:Q96HF1,WNT1,SFRP2,True,False,False,user_curated,False
1851,CPI-SS0C95AC883,WNT2_SFRP2,simple:P09544,simple:Q96HF1,WNT2,SFRP2,True,False,False,user_curated,False
1852,CPI-SS0E9BE6A4E,WNT3_SFRP2,simple:P56703,simple:Q96HF1,WNT3,SFRP2,True,False,False,user_curated,False
1853,CPI-SS0661CE946,WNT4_SFRP2,simple:P56705,simple:Q96HF1,WNT4,SFRP2,True,False,False,user_curated,False
1854,CPI-SS08F783A87,WNT7B_SFRP2,simple:P56706,simple:Q96HF1,WNT7B,SFRP2,True,False,False,user_curated,False
1855,CPI-SS08643DD8A,WNT2B_SFRP2,simple:Q93097,simple:Q96HF1,WNT2B,SFRP2,True,False,False,user_curated,False
1856,CPI-SS07A42979A,WNT8B_SFRP2,simple:Q93098,simple:Q96HF1,WNT8B,SFRP2,True,False,False,user_curated,False
1857,CPI-SS0CD97BA9B,WNT3A_WIF1,simple:P56704,simple:Q9Y5W5,WNT3A,WIF1,True,False,False,user_curated,False
1858,CPI-SS03C93A8FE,WNT5A_WIF1,simple:P41221,simple:Q9Y5W5,WNT5A,WIF1,True,False,False,user_curated,False
1859,CPI-SS0F5CC57E2,WNT7A_WIF1,simple:O00755,simple:Q9Y5W5,WNT7A,WIF1,True,False,False,user_curated,False
1860,CPI-SS04662DF1A,WNT9A_WIF1,simple:O14904,simple:Q9Y5W5,WNT9A,WIF1,True,False,False,user_curated,False
1861,CPI-SS0CCD1017B,WNT9B_WIF1,simple:O14905,simple:Q9Y5W5,WNT9B,WIF1,True,False,False,user_curated,False
1862,CPI-SS09BDB5618,WNT11_WIF1,simple:O96014,simple:Q9Y5W5,WNT11,WIF1,True,False,False,user_curated,False
1863,CPI-SS0BE97E181,WNT1_WIF1,simple:P04628,simple:Q9Y5W5,WNT1,WIF1,True,False,False,user_curated,False
1864,CPI-SS017D5AA63,WNT2_WIF1,simple:P09544,simple:Q9Y5W5,WNT2,WIF1,True,False,False,user_curated,False
1865,CPI-SS0146C75AD,WNT3_WIF1,simple:P56703,simple:Q9Y5W5,WNT3,WIF1,True,False,False,user_curated,False
1866,CPI-SS068E97BDA,WNT4_WIF1,simple:P56705,simple:Q9Y5W5,WNT4,WIF1,True,False,False,user_curated,False
1867,CPI-SS0D10CE481,WNT7B_WIF1,simple:P56706,simple:Q9Y5W5,WNT7B,WIF1,True,False,False,user_curated,False
1868,CPI-SS010F961E8,WNT2B_WIF1,simple:Q93097,simple:Q9Y5W5,WNT2B,WIF1,True,False,False,user_curated,False
1869,CPI-SS015ED6D03,WNT8B_WIF1,simple:Q93098,simple:Q9Y5W5,WNT8B,WIF1,True,False,False,user_curated,False
1870,CPI-SS0D940391C,WNT8A_WIF1,simple:Q9H1J5,simple:Q9Y5W5,WNT8A,WIF1,True,False,False,user_curated,False
1871,CPI-SS02682D84C,WNT5B_WIF1,simple:Q9H1J7,simple:Q9Y5W5,WNT5B,WIF1,True,False,False,user_curated,False
1872,CPI-SS0D192A275,WNT16_WIF1,simple:Q9UBV4,simple:Q9Y5W5,WNT16,WIF1,True,False,False,user_curated,False
1873,CPI-SS0097929A7,BMP7_SLAMF1,simple:P18075,simple:Q13291,BMP7,SLAMF1,True,False,True,InnateDB-All,False
1874,CPI-SS0E32BEF02,WNT5A_FZD5,simple:P41221,simple:Q13467,WNT5A,FZD5,True,False,True,curated,False
1875,CPI-SS05550A895,WNT7A_FZD5,simple:O00755,simple:Q13467,WNT7A,FZD5,True,False,True,curated,False
1876,CPI-SS0C56C483F,WNT5A_ANTXR1,simple:P41221,simple:Q9H6X2,WNT5A,ANTXR1,True,False,True,InnateDB-All,False
1877,CPI-SS0331C5A49,GDF11_ANTXR1,simple:O95390,simple:Q9H6X2,GDF11,ANTXR1,True,False,True,InnateDB-All,False
1878,CPI-SS0B2D5BA95,WNT5A_FZD1,simple:P41221,simple:Q9UP38,WNT5A,FZD1,True,False,True,curated,False
1879,CPI-SS0DC5ADBF1,WNT1_FZD1,simple:P04628,simple:Q9UP38,WNT1,FZD1,True,False,True,curated,False
1880,CPI-SS0D81C6C1D,WNT7B_FZD1,simple:P56706,simple:Q9UP38,WNT7B,FZD1,True,False,True,curated,False
1881,CPI-SS01C2BA5C8,WNT5A_FZD2,simple:P41221,simple:Q14332,WNT5A,FZD2,True,False,True,curated,False
1882,CPI-SS02C418D99,WNT2_FZD2,simple:P09544,simple:Q14332,WNT2,FZD2,True,False,True,curated,False
1883,CPI-SS002673EFE,WNT5A_FZD3,simple:P41221,simple:Q9NPG1,WNT5A,FZD3,True,False,True,curated,False
1884,CPI-SS0F26BB901,WNT2_FZD3,simple:P09544,simple:Q9NPG1,WNT2,FZD3,True,False,True,curated,False
1885,CPI-SS073F3FAD5,WNT5A_ROR1,simple:P41221,simple:Q01973,WNT5A,ROR1,True,False,True,user_curated,False
1886,CPI-SS0E7CBFD03,WNT5A_ROR2,simple:P41221,simple:Q01974,WNT5A,ROR2,True,False,True,user_curated,False
1887,CPI-CS07557A266,MIS receptor 1_AMH,complex:MIS receptor 1,simple:P03971,,AMH,True,True,False,curated,False
1888,CPI-CS0F670E8BC,MIS receptor 2_AMH,complex:MIS receptor 2,simple:P03971,,AMH,True,True,False,curated,False
1889,CPI-CS0D4BB4458,MIS receptor 3_AMH,complex:MIS receptor 3,simple:P03971,,AMH,True,True,False,curated,False
1890,CPI-CS0724C54D2,MIS_receptor_1_AMH,complex:MIS_receptor_1,simple:P03971,,AMH,True,True,False,user_curated,False
1891,CPI-CS0F32EB9F1,MIS_receptor_2_AMH,complex:MIS_receptor_2,simple:P03971,,AMH,True,True,False,user_curated,False
1892,CPI-CS0B5D1E156,MIS_receptor_3_AMH,complex:MIS_receptor_3,simple:P03971,,AMH,True,True,False,user_curated,False
1893,CPI-CS05C6F5BDD,Melatonin_byASMT_MTNR1A,complex:Melatonin_byASMT,simple:P48039,,MTNR1A,True,False,True,user_curated,False
1894,CPI-CS0586481F9,Melatonin_byASMT_MTNR1B,complex:Melatonin_byASMT,simple:P49286,,MTNR1B,True,False,True,user_curated,False
1895,CPI-CS0A9D23000,NKG2D II receptor_MICB,complex:NKG2D II receptor,simple:Q29980,,MICB,False,True,False,curated,False
1896,CPI-CS088059426,NKG2D_II_receptor_MICB,complex:NKG2D_II_receptor,simple:Q29980,,MICB,False,True,False,user_curated,False
1897,CPI-CS06C6E2321,NKG2D II receptor_MICA,complex:NKG2D II receptor,simple:Q29983,,MICA,False,True,False,curated,False
1898,CPI-CS0125C709C,NKG2D_II_receptor_MICA,complex:NKG2D_II_receptor,simple:Q29983,,MICA,False,True,False,user_curated,False
1899,CPI-CS08F4E5D70,NKG2D II receptor_RAET1L,complex:NKG2D II receptor,simple:Q5VY80,,RAET1L,False,True,False,curated,False
1900,CPI-CS06BF2DA72,NKG2D_II_receptor_RAET1L,complex:NKG2D_II_receptor,simple:Q5VY80,,RAET1L,False,True,False,user_curated,False
1901,CPI-CS0A71F2AAD,NKG2D II receptor_RAET1G,complex:NKG2D II receptor,simple:Q6H3X3,,RAET1G,True,True,False,curated,False
1902,CPI-CS0EFC3DBAF,NKG2D_II_receptor_RAET1G,complex:NKG2D_II_receptor,simple:Q6H3X3,,RAET1G,True,True,False,user_curated,False
1903,CPI-CS09F211C3E,NKG2D II receptor_RAET1E,complex:NKG2D II receptor,simple:Q8TD07,,RAET1E,True,True,False,curated,False
1904,CPI-CS0900D8465,NKG2D_II_receptor_RAET1E,complex:NKG2D_II_receptor,simple:Q8TD07,,RAET1E,True,True,False,user_curated,False
1905,CPI-CS038376BA2,NKG2D II receptor_ULBP3,complex:NKG2D II receptor,simple:Q9BZM4,,ULBP3,False,True,False,curated,False
1906,CPI-CS04AC85773,NKG2D_II_receptor_ULBP3,complex:NKG2D_II_receptor,simple:Q9BZM4,,ULBP3,False,True,False,user_curated,False
1907,CPI-CS0A269FA16,NKG2D II receptor_ULBP2,complex:NKG2D II receptor,simple:Q9BZM5,,ULBP2,True,True,False,curated,False
1908,CPI-CS0CF4B0B76,NKG2D_II_receptor_ULBP2,complex:NKG2D_II_receptor,simple:Q9BZM5,,ULBP2,True,True,False,user_curated,False
1909,CPI-CS0007697A7,NKG2D II receptor_ULBP1,complex:NKG2D II receptor,simple:Q9BZM6,,ULBP1,False,True,True,curated,False
1910,CPI-CS036E570BB,NKG2D_II_receptor_ULBP1,complex:NKG2D_II_receptor,simple:Q9BZM6,,ULBP1,False,True,True,user_curated,False
1911,CPI-CS040AEB4A0,NODAL receptor_NODAL,complex:NODAL receptor,simple:Q96S42,,NODAL,True,True,False,curated,False
1912,CPI-CS0A862F965,NODAL_receptor_IbIIa_CFC1_NODAL,complex:NODAL_receptor_IbIIa_CFC1,simple:Q96S42,,NODAL,True,True,False,user_curated,False
1913,CPI-CS060B4E81F,NODAL_receptor_IbIIa_TDGF1_NODAL,complex:NODAL_receptor_IbIIa_TDGF1,simple:Q96S42,,NODAL,True,True,False,user_curated,False
1914,CPI-CS0BF9CBA6B,NODAL_receptor_IbIIb_CFC1_NODAL,complex:NODAL_receptor_IbIIb_CFC1,simple:Q96S42,,NODAL,True,True,False,user_curated,False
1915,CPI-CS05AEAC684,NODAL_receptor_IbIIb_TDGF1_NODAL,complex:NODAL_receptor_IbIIb_TDGF1,simple:Q96S42,,NODAL,True,True,False,user_curated,False
1916,CPI-CS06D37E6BE,NODAL_receptor_IcIIb_CFC1_NODAL,complex:NODAL_receptor_IcIIb_CFC1,simple:Q96S42,,NODAL,True,True,False,user_curated,False
1917,CPI-CS02FBABE5A,NODAL_receptor_IcIIb_TDGF1_NODAL,complex:NODAL_receptor_IcIIb_TDGF1,simple:Q96S42,,NODAL,True,True,False,user_curated,False
1918,CPI-SS0EECD7662,GPR25_RETN,simple:O00155,simple:Q9HD89,GPR25,RETN,True,True,False,"IMEx,IntAct",False
1919,CPI-SS01A6823FA,PF4_CXCR3,simple:P02776,simple:P49682,PF4,CXCR3,True,False,True,user_curated,False
1920,CPI-SS09FAC4977,CXCL11_CXCR3,simple:O14625,simple:P49682,CXCL11,CXCR3,True,False,True,user_curated,False
1921,CPI-SS080683E15,CXCL10_CXCR3,simple:P02778,simple:P49682,CXCL10,CXCR3,True,False,True,user_curated,False
1922,CPI-SS0EFE0B07A,CXCL12_CXCR3,simple:P48061,simple:P49682,CXCL12,CXCR3,True,False,True,guidetopharmacology.org,False
1923,CPI-SS0C62E5DD8,CXCL1_CXCR1,simple:P09341,simple:P25024,CXCL1,CXCR1,True,False,True,user_curated,False
1924,CPI-SS0698C4DC4,CXCL8_CXCR1,simple:P10145,simple:P25024,CXCL8,CXCR1,True,False,True,user_curated,False
1925,CPI-SS040630206,CXCL2_CXCR1,simple:P19875,simple:P25024,CXCL2,CXCR1,True,False,True,I2D,False
1926,CPI-SS07AB1C381,PPBP_CXCR1,simple:P02775,simple:P25024,PPBP,CXCR1,True,False,True,user_curated,False
1927,CPI-SS0D04AE221,CXCL3_CXCR1,simple:P19876,simple:P25024,CXCL3,CXCR1,True,False,True,I2D,False
1928,CPI-SS08102DC9E,CXCL1_CXCR2,simple:P09341,simple:P25025,CXCL1,CXCR2,True,False,True,user_curated,False
1929,CPI-SS0315F51DD,CXCL8_CXCR2,simple:P10145,simple:P25025,CXCL8,CXCR2,True,False,True,user_curated,False
1930,CPI-SS0F562FEA5,CXCL2_CXCR2,simple:P19875,simple:P25025,CXCL2,CXCR2,True,False,True,user_curated,False
1931,CPI-SS0C491A3C1,PPBP_CXCR2,simple:P02775,simple:P25025,PPBP,CXCR2,True,False,True,user_curated,False
1932,CPI-SS09185EA8F,CXCL3_CXCR2,simple:P19876,simple:P25025,CXCL3,CXCR2,True,False,True,user_curated,False
1933,CPI-SS0B20A1B18,GCG_GLP1R,simple:P01275,simple:P43220,GCG,GLP1R,True,False,True,user_curated,False
1934,CPI-SS056993231,GCG_GCGR,simple:P01275,simple:P47871,GCG,GCGR,True,False,True,user_curated,False
1935,CPI-SS06C0074BD,CCL21_CCR7,simple:O00585,simple:P32248,CCL21,CCR7,True,False,True,user_curated,False
1936,CPI-SS039863E62,CCL25_CCR9,simple:O15444,simple:P51686,CCL25,CCR9,True,False,True,user_curated,False
1937,CPI-SS0C2437E0D,CXCL13_CXCR5,simple:O43927,simple:P32302,CXCL13,CXCR5,True,False,True,user_curated,False
1938,CPI-SS0747FCACD,CXCL11_ACKR3,simple:O14625,simple:P25106,CXCL11,ACKR3,True,False,True,user_curated,False
1939,CPI-SS07835EECF,VIP_AVPR1A,simple:P01282,simple:P37288,VIP,AVPR1A,True,False,True,"IMEx,IntAct",False
1940,CPI-SS00399ED03,AVP_AVPR1A,simple:P01185,simple:P37288,AVP,AVPR1A,True,False,True,user_curated,False
1941,CPI-SS0C8A09915,VIP_VIPR1,simple:P01282,simple:P32241,VIP,VIPR1,True,False,True,user_curated,False
1942,CPI-SS062DED513,ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,True,False,True,I2D,False
1943,CPI-SS003AFD9BA,GHRH_VIPR1,simple:P01286,simple:P32241,GHRH,VIPR1,True,False,True,guidetopharmacology.org,False
1944,CPI-SS0EC70F078,SCT_VIPR1,simple:P09683,simple:P32241,SCT,VIPR1,True,False,True,"I2D,InnateDB-All",False
1945,CPI-SS05B60E59C,VIP_VIPR2,simple:P01282,simple:P41587,VIP,VIPR2,True,False,True,user_curated,False
1946,CPI-SS02CCE14A7,ADCYAP1_VIPR2,simple:P18509,simple:P41587,ADCYAP1,VIPR2,True,False,True,user_curated,False
1947,CPI-SS00C33AA55,GIP_GIPR,simple:P09681,simple:P48546,GIP,GIPR,True,False,True,user_curated,False
1948,CPI-SS0445D021B,PYY_NPY5R,simple:P10082,simple:Q15761,PYY,NPY5R,True,False,True,I2D,False
1949,CPI-SS0C2000B56,PPY_NPY5R,simple:P01298,simple:Q15761,PPY,NPY5R,True,False,True,guidetopharmacology.org,False
1950,CPI-SS0A9F17199,PYY_NPY1R,simple:P10082,simple:P25929,PYY,NPY1R,True,False,True,guidetopharmacology.org,False
1951,CPI-SS023D39112,NPPB_NPR3,simple:P16860,simple:P17342,NPPB,NPR3,True,False,True,"I2D,InnateDB-All",False
1952,CPI-SS04A7BCE8D,NPPA_NPR3,simple:P01160,simple:P17342,NPPA,NPR3,True,False,True,"I2D,InnateDB-All",False
1953,CPI-SS0779676D0,NPPB_NPR2,simple:P16860,simple:P20594,NPPB,NPR2,True,False,True,"I2D,InnateDB-All",False
1954,CPI-SS0230EE330,NPPA_NPR2,simple:P01160,simple:P20594,NPPA,NPR2,True,False,True,"I2D,InnateDB-All",False
1955,CPI-SS0098B5107,ADCYAP1_SCTR,simple:P18509,simple:P47872,ADCYAP1,SCTR,True,False,True,"I2D,InnateDB-All",False
1956,CPI-SS021F26C73,SCT_SCTR,simple:P09683,simple:P47872,SCT,SCTR,True,False,True,user_curated,False
1957,CPI-SS0133239EA,ADCYAP1_ADCYAP1R1,simple:P18509,simple:P41586,ADCYAP1,ADCYAP1R1,True,False,True,"I2D,IMEx",False
1958,CPI-SS01F908B16,TFF1_FCRL4,simple:P04155,simple:Q96PJ5,TFF1,FCRL4,True,False,True,"IMEx,InnateDB-All,IntAct",False
1959,CPI-SS074152505,WNT7A_CER1,simple:O00755,simple:O95813,WNT7A,CER1,True,False,False,user_curated,False
1960,CPI-SS00C692486,WNT9A_CER1,simple:O14904,simple:O95813,WNT9A,CER1,True,False,False,user_curated,False
1961,CPI-SS05606F8F5,WNT9B_CER1,simple:O14905,simple:O95813,WNT9B,CER1,True,False,False,user_curated,False
1962,CPI-SS0A81A3626,WNT7A_LDLR,simple:O00755,simple:P01130,WNT7A,LDLR,True,False,True,InnateDB-All,False
1963,CPI-SS0C2561156,WNT2_FZD4,simple:P09544,simple:Q9ULV1,WNT2,FZD4,True,False,True,curated,False
1964,CPI-SS0B8083B44,WNT7B_FZD4,simple:P56706,simple:Q9ULV1,WNT7B,FZD4,True,False,True,curated,False
1965,CPI-SS01469637C,WNT2B_FZD4,simple:Q93097,simple:Q9ULV1,WNT2B,FZD4,True,False,True,curated,False
1966,CPI-SS0A69F13A3,WNT4_SMO,simple:P56705,simple:Q99835,WNT4,SMO,True,False,True,I2D,False
1967,CPI-SS016B7C7D6,BMP2_SMO,simple:P12643,simple:Q99835,BMP2,SMO,True,False,True,I2D,False
1968,CPI-SS0A683CBC1,WNT7B_FZD10,simple:P56706,simple:Q9ULW2,WNT7B,FZD10,True,False,True,curated,False
1969,CPI-SS075189979,AGRN_NCAM1,simple:O00468,simple:P13591,AGRN,NCAM1,True,False,True,user_curated,False
1970,CPI-SS039799099,FGFR1_NCAM1,simple:P11362,simple:P13591,FGFR1,NCAM1,True,True,True,user_curated,False
1971,CPI-SS0423580E5,DLL1_NOTCH2,simple:O00548,simple:Q04721,DLL1,NOTCH2,False,False,True,user_curated,False
1972,CPI-SS060B82BBC,JAG1_NOTCH2,simple:P78504,simple:Q04721,JAG1,NOTCH2,False,False,True,user_curated,False
1973,CPI-SS0E1A8414D,DLK1_NOTCH2,simple:P80370,simple:Q04721,DLK1,NOTCH2,False,False,True,user_curated,False
1974,CPI-SS07FD88281,DLL1_DDR2,simple:O00548,simple:Q16832,DLL1,DDR2,False,False,True,user_curated,False
1975,CPI-SS0C396A9D5,DLL1_FCRL1,simple:O00548,simple:Q96LA6,DLL1,FCRL1,False,False,True,user_curated,False
1976,CPI-SS0FB5FE587,DLL1_NOTCH4,simple:O00548,simple:Q99466,DLL1,NOTCH4,False,False,True,user_curated,False
1977,CPI-SS0837E9F59,JAG1_NOTCH4,simple:P78504,simple:Q99466,JAG1,NOTCH4,False,False,True,user_curated,False
1978,CPI-SS0D37C7C70,DLK1_NOTCH4,simple:P80370,simple:Q99466,DLK1,NOTCH4,False,False,True,user_curated,False
1979,CPI-SS047232C64,DLL1_NOTCH3,simple:O00548,simple:Q9UM47,DLL1,NOTCH3,False,False,True,user_curated,False
1980,CPI-SS0B99F22A2,JAG1_NOTCH3,simple:P78504,simple:Q9UM47,JAG1,NOTCH3,False,False,True,user_curated,False
1981,CPI-SS007AA9FDE,DLK1_NOTCH3,simple:P80370,simple:Q9UM47,DLK1,NOTCH3,False,False,True,user_curated,False
1982,CPI-SS0F21DBF93,SCGB3A1_NOTCH3,simple:Q96QR1,simple:Q9UM47,SCGB3A1,NOTCH3,True,False,True,InnateDB-All,False
1983,CPI-SS0938C6980,DLL4_NOTCH3,simple:Q9NR61,simple:Q9UM47,DLL4,NOTCH3,False,False,True,user_curated,False
1984,CPI-SS035E5A708,DLL3_NOTCH3,simple:Q9NYJ7,simple:Q9UM47,DLL3,NOTCH3,False,False,True,user_curated,False
1985,CPI-SS0BFB29A42,PLXNB2_PTN,simple:O15031,simple:P21246,PLXNB2,PTN,True,True,False,"I2D,IMEx,InnateDB-All,IntAct",False
1986,CPI-SS08FAC0A55,PLXNB2_SEMA4D,simple:O15031,simple:Q92854,PLXNB2,SEMA4D,False,True,True,curated,False
1987,CPI-SS0CCCF7C69,PLXNB1_SEMA4D,simple:O43157,simple:Q92854,PLXNB1,SEMA4D,True,True,True,user_curated,False
1988,CPI-SS059EC4FAE,PTPRC_SEMA4D,simple:P08575,simple:Q92854,PTPRC,SEMA4D,False,False,True,user_curated,False
1989,CPI-SS06AA638A8,CD72_SEMA4D,simple:P21854,simple:Q92854,CD72,SEMA4D,False,False,True,user_curated,False
1990,CPI-SS0C0A61F92,PLXNB2_SEMA4G,simple:O15031,simple:Q9NTN9,PLXNB2,SEMA4G,False,True,False,user_curated,False
1991,CPI-SS0EBA5A4D8,VEGFD_KDR,simple:O43915,simple:P35968,VEGFD,KDR,True,False,True,user_curated,False
1992,CPI-SS0C03F7CDC,VEGFA_KDR,simple:P15692,simple:P35968,VEGFA,KDR,True,False,True,user_curated,False
1993,CPI-SS03156A825,LTA_LTBR,simple:P01374,simple:P36941,LTA,LTBR,True,False,True,I2D,False
1994,CPI-SS0859C173B,TNFSF14_LTBR,simple:O43557,simple:P36941,TNFSF14,LTBR,True,False,True,user_curated,False
1995,CPI-SS0110361CB,LTA_TNFRSF14,simple:P01374,simple:Q92956,LTA,TNFRSF14,True,False,True,user_curated,False
1996,CPI-SS0C28FEC7D,TNFSF13_TNFRSF14,simple:O75888,simple:Q92956,TNFSF13,TNFRSF14,True,False,True,"I2D,InnateDB-All",False
1997,CPI-SS019C98396,TNFSF14_TNFRSF14,simple:O43557,simple:Q92956,TNFSF14,TNFRSF14,True,False,True,user_curated,False
1998,CPI-SS0879B8E95,CD160_TNFRSF14,simple:O95971,simple:Q92956,CD160,TNFRSF14,False,True,True,user_curated,False
1999,CPI-SS02ACCF1F7,MIF_TNFRSF14,simple:P14174,simple:Q92956,MIF,TNFRSF14,True,False,True,"I2D,IntAct",False
2000,CPI-SS08330207B,BTLA_TNFRSF14,simple:Q7Z6A9,simple:Q92956,BTLA,TNFRSF14,False,True,True,user_curated,False
2001,CPI-SS0B89DD8C1,TNFSF13_TNFRSF17,simple:O75888,simple:Q02223,TNFSF13,TNFRSF17,True,False,True,user_curated,False
2002,CPI-SS0C412B7DE,CD70_TNFRSF17,simple:P32970,simple:Q02223,CD70,TNFRSF17,True,False,True,InnateDB-All,False
2003,CPI-SS095E52E66,TNFSF10_TNFRSF10D,simple:P50591,simple:Q9UBN6,TNFSF10,TNFRSF10D,True,False,True,user_curated,False
2004,CPI-SS059EEFDC6,MIF_TNFRSF10D,simple:P14174,simple:Q9UBN6,MIF,TNFRSF10D,True,False,True,"I2D,IntAct",False
2005,CPI-SC001669E22,GDF11_TGFR_AVR2A,simple:O95390,complex:TGFR_AVR2A,GDF11,,True,False,True,user_curated,False
2006,CPI-SC023986FB9,MSTN_TGFR_AVR2A,simple:O14793,complex:TGFR_AVR2A,MSTN,,True,False,True,user_curated,False
2007,CPI-SC017215F7F,GDF11_TGFR_AVR2B,simple:O95390,complex:TGFR_AVR2B,GDF11,,True,False,True,user_curated,False
2008,CPI-SC08968AFE6,MSTN_TGFR_AVR2B,simple:O14793,complex:TGFR_AVR2B,MSTN,,True,False,True,user_curated,False
2009,CPI-SS073811AB3,TNFRSF11B_TNFSF11,simple:O00300,simple:O14788,TNFRSF11B,TNFSF11,True,False,True,user_curated,False
2010,CPI-SS06CE0CF64,CORT_SSTR1,simple:O00230,simple:P30872,CORT,SSTR1,True,False,True,user_curated,False
2011,CPI-SS0C272BD3D,CORT_SSTR2,simple:O00230,simple:P30874,CORT,SSTR2,True,False,True,user_curated,False
2012,CPI-SS0AB20B9AD,CORT_SSTR3,simple:O00230,simple:P32745,CORT,SSTR3,True,False,True,user_curated,False
2013,CPI-SS00E5D7E39,CORT_GHSR,simple:O00230,simple:Q92847,CORT,GHSR,True,False,True,I2D,False
2014,CPI-SS08C88D297,CORT_MRGPRX2,simple:O00230,simple:Q96LB1,CORT,MRGPRX2,True,False,True,I2D,False
2015,CPI-SS0522A6CFA,ADM_MRGPRX2,simple:P35318,simple:Q96LB1,ADM,MRGPRX2,True,False,True,guidetopharmacology.org,False
2016,CPI-SC063148F3A,ADM_RAMP3_complex,simple:P35318,complex:RAMP3_complex,ADM,,True,False,True,user_curated,False
2017,CPI-SC0C396EE2C,ADM2_RAMP3_complex,simple:Q7Z4H4,complex:RAMP3_complex,ADM2,,True,False,True,user_curated,False
2018,CPI-SC01AD532CA,ADM2_RAMP2_complex,simple:Q7Z4H4,complex:RAMP2_complex,ADM2,,True,False,True,user_curated,False
2019,CPI-SS0CC136A8D,AGRP_MC5R,simple:O00253,simple:P33032,AGRP,MC5R,True,False,True,guidetopharmacology.org,False
2020,CPI-SS0BE6DBE1A,POMC_MC5R,simple:P01189,simple:P33032,POMC,MC5R,True,False,True,user_curated,False
2021,CPI-SS034C2FBA9,AGRP_MC3R,simple:O00253,simple:P41968,AGRP,MC3R,True,False,True,user_curated,False
2022,CPI-SS0B1F94CD2,POMC_MC3R,simple:P01189,simple:P41968,POMC,MC3R,True,False,True,user_curated,False
2023,CPI-SS0F1F74938,POMC_OPRM1,simple:P01189,simple:P35372,POMC,OPRM1,True,False,True,user_curated,False
2024,CPI-SS0D97012FB,PENK_OPRM1,simple:P01210,simple:P35372,PENK,OPRM1,True,False,True,user_curated,False
2025,CPI-SS0D0DC29DB,PDYN_OPRM1,simple:P01213,simple:P35372,PDYN,OPRM1,True,False,True,user_curated,False
2026,CPI-SS073232B30,POMC_OPRD1,simple:P01189,simple:P41143,POMC,OPRD1,True,False,True,user_curated,False
2027,CPI-SS0BD6EE954,PENK_OPRD1,simple:P01210,simple:P41143,PENK,OPRD1,True,False,True,user_curated,False
2028,CPI-SS0CD40D735,PDYN_OPRD1,simple:P01213,simple:P41143,PDYN,OPRD1,True,False,True,user_curated,False
2029,CPI-SS08A803A29,POMC_OPRK1,simple:P01189,simple:P41145,POMC,OPRK1,True,False,True,user_curated,False
2030,CPI-SS0D1EF9598,PENK_OPRK1,simple:P01210,simple:P41145,PENK,OPRK1,True,False,True,user_curated,False
2031,CPI-SS0AFFDEC0B,PDYN_OPRK1,simple:P01213,simple:P41145,PDYN,OPRK1,True,False,True,user_curated,False
2032,CPI-SS0C0E2C69C,POMC_MC2R,simple:P01189,simple:Q01718,POMC,MC2R,True,False,True,user_curated,False
2033,CPI-SS00BD8FF72,POMC_MC1R,simple:P01189,simple:Q01726,POMC,MC1R,True,False,True,user_curated,False
2034,CPI-SS019ABECEC,ASIP_MC1R,simple:P42127,simple:Q01726,ASIP,MC1R,True,False,True,user_curated,False
2035,CPI-SS06AC5AF53,PENK_MRGPRX1,simple:P01210,simple:Q96LB2,PENK,MRGPRX1,True,False,True,guidetopharmacology.org,False
2036,CPI-SS033A27302,LEFTY2_TDGF1,simple:O00292,simple:P13385,LEFTY2,TDGF1,True,False,False,user_curated,False
2037,CPI-SS0E9F84F1F,LEFTY1_TDGF1,simple:O75610,simple:P13385,LEFTY1,TDGF1,True,False,False,user_curated,False
2038,CPI-SS0E9F23560,TULP1_TYRO3,simple:O00294,simple:Q06418,TULP1,TYRO3,True,False,True,user_curated,False
2039,CPI-SS09C4988F8,PROS1_TYRO3,simple:P07225,simple:Q06418,PROS1,TYRO3,True,False,True,guidetopharmacology.org,False
2040,CPI-SS0C85BC9AF,PROS1_AXL,simple:P07225,simple:P30530,PROS1,AXL,True,False,True,guidetopharmacology.org,False
2041,CPI-SS095463C07,CCRL2_RARRES2,simple:O00421,simple:Q99969,CCRL2,RARRES2,True,True,False,user_curated,False
2042,CPI-SS04CD88411,GPR1_RARRES2,simple:P46091,simple:Q99969,GPR1,RARRES2,True,True,False,user_curated,False
2043,CPI-SS07D56EB05,CMKLR1_RARRES2,simple:Q99788,simple:Q99969,CMKLR1,RARRES2,True,True,False,user_curated,False
2044,CPI-SS00F776249,GPR1_FAM19A1,simple:P46091,simple:Q7Z5A9,GPR1,FAM19A1,True,True,False,user_curated,False
2045,CPI-SS0FE75CB44,GFRA2_TMEM132A,simple:O00451,simple:Q24JP5,GFRA2,TMEM132A,False,True,False,user_curated,False
2046,CPI-SS0E0BCE16F,FGFR1_FGF5,simple:P11362,simple:P12034,FGFR1,FGF5,True,True,False,user_curated,False
2047,CPI-SS04E116D13,BTN3A1_CSF1R,simple:O00481,simple:P07333,BTN3A1,CSF1R,False,False,True,user_curated,False
2048,CPI-SS092E57263,CSF2_CSF1R,simple:P04141,simple:P07333,CSF2,CSF1R,True,False,True,guidetopharmacology.org,False
