gene_name,uniprot,hgnc_symbol,ensembl
COMMD6,Q7Z4G1,COMMD6,ENSG00000188243
COMMD7,Q86VX2,COMMD7,ENSG00000149600
COMMD8,Q9NX08,COMMD8,ENSG00000169019
COMMD9,Q9P000,COMMD9,ENSG00000110442
COMMD10,Q9Y6G5,COMMD10,ENSG00000145781
BHLHB9,Q6PI77,BHLHB9,ENSG00000198908
BICDL2,A1A5D9,BICDL2,ENSG00000162069
BHLHA15,Q7RTS1,BHLHA15,ENSG00000180535
CSTF2T,Q9H0L4,CSTF2T,ENSG00000177613
CLSTN1,O94985,CLSTN1,ENSG00000171603
BIRC7,Q96CA5,BIRC7,ENSG00000101197
CTCF,P49711,CTCF,ENSG00000102974
CTDP1,Q9Y5B0,CTDP1,ENSG00000282752
CTDP1,Q9Y5B0,CTDP1,ENSG00000060069
BLOC1S2,Q6QNY1,BLOC1S2,ENSG00000196072
CTDSP1,Q9GZU7,CTDSP1,ENSG00000144579
OR11H7,Q8NGC8,OR11H7,ENSG00000258806
OR4F15,Q8NGB8,OR4F15,ENSG00000182854
OR2AG1,Q9H205,OR2AG1,ENSG00000279486
OR2AP1,Q8NGE2,OR2AP1,ENSG00000179615
OR10A5,Q9H207,OR10A5,ENSG00000166363
OR56A3,Q8NH54,OR56A3,ENSG00000184478
OR13H1,Q8NG92,OR13H1,ENSG00000171054
OR2T27,Q8NH04,OR2T27,ENSG00000187701
OR2T33,Q8NG76,OR2T33,ENSG00000177212
OR51F1,A6NGY5,OR51F1,ENSG00000280021
OR51F2,Q8NH61,OR51F2,ENSG00000176925
NXF5,Q9H1B4,NXF5,ENSG00000126952
OARD1,Q9Y530,OARD1,ENSG00000124596
OR7E24,Q6IFN5,OR7E24,ENSG00000237521
NXPH1,P58417,NXPH1,ENSG00000122584
OR52I1,Q8NGK6,OR52I1,ENSG00000232268
OR52J3,Q8NH60,OR52J3,ENSG00000205495
OR10C1,Q96KK4,OR10C1,ENSG00000224234
OR10C1,Q96KK4,OR10C1,ENSG00000232397
OR10C1,Q96KK4,OR10C1,ENSG00000206474
OR10C1,Q96KK4,OR10C1,ENSG00000235441
OR10C1,Q96KK4,OR10C1,ENSG00000204689
OR10C1,Q96KK4,OR10C1,ENSG00000220550
OR10C1,Q96KK4,OR10C1,ENSG00000229412
OR10C1,Q96KK4,OR10C1,ENSG00000230505
OR10D3,Q8NH80,OR10D3,ENSG00000197309
OR10G4,Q8NGN3,OR10G4,ENSG00000254737
OR10J1,P30954,OR10J1,ENSG00000196184
PSMD13,Q9UNM6,PSMD13,ENSG00000185627
OBSCN,Q5VST9,OBSCN,ENSG00000154358
OCSTAMP,Q9BR26,OCSTAMP,ENSG00000149635
OCM2,P0CE71,OCM2,ENSG00000135175
BCKDHA,P12694,BCKDHA,ENSG00000248098
ODAM,A1E959,ODAM,ENSG00000109205
ODAPH,Q17RF5,ODAPH,ENSG00000174792
ODF4,Q2M2E3,ODF4,ENSG00000184650
ODF2L,Q9ULJ1,ODF2L,ENSG00000122417
OGFRL1,Q5TC84,OGFRL1,ENSG00000119900
OGG1,O15527,OGG1,ENSG00000114026
OR2L5,Q8NG80,OR2L5,ENSG00000197454
OR2L13,Q8N349,OR2L13,ENSG00000196071
OR4C15,Q8NGM1,OR4C15,ENSG00000181939
OR4D1,Q15615,OR4D1,ENSG00000141194
OR2M4,Q96R27,OR2M4,ENSG00000171180
OR2M5,A3KFT3,OR2M5,ENSG00000162727
OR8B3,Q8NGG8,OR8B3,ENSG00000284609
OR4D10,Q8NGI6,OR4D10,ENSG00000254466
OR5J2,Q8NH18,OR5J2,ENSG00000174957
OR5K1,Q8NHB7,OR5K1,ENSG00000232382
OR6B2,Q6IFH4,OR6B2,ENSG00000182083
OR6B3,Q8NGW1,OR6B3,ENSG00000178586
OR6C2,Q9NZP2,OR6C2,ENSG00000179695
OR4F6,Q8NGB9,OR4F6,ENSG00000184140
OR4K1,Q8NGD4,OR4K1,ENSG00000155249
OR8H2,Q8N162,OR8H2,ENSG00000181767
ORC1,Q13415,ORC1,ENSG00000085840
OR6M1,Q8NGM8,OR6M1,ENSG00000196099
OR8S1,Q8NH09,OR8S1,ENSG00000284723
OR8U1,Q8NH10,OR8U1,ENSG00000172199
OR8U1,Q8NH10,OR8U1,ENSG00000281038
OR6S1,Q8NH40,OR6S1,ENSG00000181803
ORC2,Q13416,ORC2,ENSG00000115942
OR9A4,Q8NGU2,OR9A4,ENSG00000258083
OR7G2,Q8NG99,OR7G2,ENSG00000170923
OXR1,Q8N573,OXR1,ENSG00000164830
DDO,Q99489,DDO,ENSG00000203797
OXSM,Q9NWU1,OXSM,ENSG00000151093
OXSR1,O95747,OXSR1,ENSG00000172939
ZNF146,Q15072,ZNF146,ENSG00000167635
POM121C,A8CG34,POM121C,ENSG00000272391
POM121L12,Q8N7R1,POM121L12,ENSG00000221900
PRR23D1,E9PI22,PRR23D1,ENSG00000274540
PRR23D1,E9PI22,PRR23D1,ENSG00000255251
PRR23D1,E9PI22,PRR23D1,ENSG00000284870
PRR23D2,P0DMB1,PRR23D2,ENSG00000255378
OXLD1,Q5BKU9,OXLD1,ENSG00000204237
OXNAD1,Q96HP4,OXNAD1,ENSG00000154814
P2RX1,P51575,P2RX1,ENSG00000108405
P2RX5,Q93086,P2RX5,ENSG00000083454
P2RY10,O00398,P2RY10,ENSG00000078589
P2RX7,Q99572,P2RX7,ENSG00000089041
P2RY1,P47900,P2RY1,ENSG00000169860
P3H1,Q32P28,P3H1,ENSG00000117385
THAP12,O43422,THAP12,ENSG00000137492
P4HA1,P13674,P4HA1,ENSG00000122884
P4HA2,O15460,P4HA2,ENSG00000072682
P4HA3,Q7Z4N8,P4HA3,ENSG00000149380
POU5F1B,Q06416,POU5F1B,ENSG00000212993
TP53I13,Q8NBR0,TP53I13,ENSG00000167543
TP63,Q9H3D4,TP63,ENSG00000073282
PLA2G4E,Q3MJ16,PLA2G4E,ENSG00000188089
PLA2G4F,Q68DD2,PLA2G4F,ENSG00000168907
PA2G4,Q9UQ80,PA2G4,ENSG00000170515
PABPC4L,P0CB38,PABPC4L,ENSG00000254535
PADI3,Q9ULW8,PADI3,ENSG00000142619
PADI3,Q9ULW8,PADI3,ENSG00000280549
PLA2G15,Q8NCC3,PLA2G15,ENSG00000103066
PAGE5,Q96GU1,PAGE5,ENSG00000158639
GPR65,Q8IYL9,GPR65,ENSG00000140030
PET100,P0DJ07,PET100,ENSG00000229833
SERPINE1,P05121,SERPINE1,ENSG00000106366
PAIP2B,Q9ULR5,PAIP2B,ENSG00000124374
PTAFR,P25105,PTAFR,ENSG00000169403
PAK5,Q9P286,PAK5,ENSG00000101349
PAK2,Q13177,PAK2,ENSG00000180370
PAK3,O75914,PAK3,ENSG00000077264
PPIAL4C,A0A0B4J2A2,PPIAL4C,ENSG00000263464
PPIAL4E,A0A075B759,PPIAL4E,ENSG00000271567
PPIAL4G,P0DN37,PPIAL4G,ENSG00000236334
PPIAL4A,Q9Y536,PPIAL4A,ENSG00000263353
PTBP2,Q9UKA9,PTBP2,ENSG00000117569
PALLD,Q8WX93,PALLD,ENSG00000129116
PALM2,Q8IXS6,PALM2,ENSG00000243444
PALMD,Q9NP74,PALMD,ENSG00000099260
PALM,O75781,PALM,ENSG00000099864
PUM3,Q15397,PUM3,ENSG00000080608
PAX7,P23759,PAX7,ENSG00000009709
PAX8,Q06710,PAX8,ENSG00000125618
PXN,P49023,PXN,ENSG00000089159
PAXX,Q9BUH6,PAXX,ENSG00000148362
PAX1,P15863,PAX1,ENSG00000125813
PAX2,Q02962,PAX2,ENSG00000075891
PAX5,Q02548,PAX5,ENSG00000196092
PPAT,Q06203,PPAT,ENSG00000128059
GART,P22102,GART,ENSG00000262473
GART,P22102,GART,ENSG00000159131
PBRM1,Q86U86,PBRM1,ENSG00000163939
PBDC1,Q9BVG4,PBDC1,ENSG00000102390
PFAS,O15067,PFAS,ENSG00000178921
PBX1,P40424,PBX1,ENSG00000185630
PCDH11Y,Q9BZA8,PCDH11Y,ENSG00000099715
LPCAT1,Q8NF37,LPCAT1,ENSG00000275079
LPCAT1,Q8NF37,LPCAT1,ENSG00000153395
LPCAT2,Q7L5N7,LPCAT2,ENSG00000087253
PCBP4,P57723,PCBP4,ENSG00000090097
PCCA,P05165,PCCA,ENSG00000175198
PCDH10,Q9P2E7,PCDH10,ENSG00000138650
PCDH12,Q9NPG4,PCDH12,ENSG00000113555
PCDH20,Q8N6Y1,PCDH20,ENSG00000280165
DCHS2,Q6V1P9,DCHS2,ENSG00000197410
DCHS2,Q6V1P9,DCHS2,ENSG00000284227
PCDHB9,Q9Y5E1,PCDHB9,ENSG00000177839
PCDHA2,Q9Y5H9,PCDHA2,ENSG00000204969
PCDHA4,Q9UN74,PCDHA4,ENSG00000204967
PCDHB13,Q9Y5F0,PCDHB13,ENSG00000187372
PCDHB14,Q9Y5E9,PCDHB14,ENSG00000120327
PCDHB16,Q9NRJ7,PCDHB16,ENSG00000272674
PCDHA8,Q9Y5H6,PCDHA8,ENSG00000204962
PCDHA9,Q9Y5H5,PCDHA9,ENSG00000204961
PCDHA13,Q9Y5I0,PCDHA13,ENSG00000239389
PCDHB1,Q9Y5F3,PCDHB1,ENSG00000171815
PCDHB2,Q9Y5E7,PCDHB2,ENSG00000112852
PCDHGA6,Q9Y5G7,PCDHGA6,ENSG00000253731
PCDHB4,Q9Y5E5,PCDHB4,ENSG00000081818
PCDHGA8,Q9Y5G5,PCDHGA8,ENSG00000253767
PCDHB6,Q9Y5E3,PCDHB6,ENSG00000113211
PCDHGB1,Q9Y5G3,PCDHGB1,ENSG00000254221
PCDHGB2,Q9Y5G2,PCDHGB2,ENSG00000253910
PCDHGB5,Q9Y5G0,PCDHGB5,ENSG00000276547
PCDHGB7,Q9Y5F8,PCDHGB7,ENSG00000254122
PCDHGC3,Q9UN70,PCDHGC3,ENSG00000240184
PCDHGC4,Q9Y5F7,PCDHGC4,ENSG00000242419
PCDHGC5,Q9Y5F6,PCDHGC5,ENSG00000240764
PCDH7,O60245,PCDH7,ENSG00000169851
CFAP221,Q4G0U5,CFAP221,ENSG00000163075
PCGF1,Q9BSM1,PCGF1,ENSG00000115289
PCGF5,Q86SE9,PCGF5,ENSG00000180628
PCGF6,Q9BYE7,PCGF6,ENSG00000156374
TRIP13,Q15645,TRIP13,ENSG00000071539
PCID2,Q5JVF3,PCID2,ENSG00000126226
PCK2,Q16822,PCK2,ENSG00000100889
PCK2,Q16822,PCK2,ENSG00000285241
PCK1,P35558,PCK1,ENSG00000124253
PID1,Q7Z2X4,PID1,ENSG00000153823
PRCP,P42785,PRCP,ENSG00000137509
PTK7,Q13308,PTK7,ENSG00000112655
PANK1,Q8TE04,PANK1,ENSG00000152782
PANK2,Q9BZ23,PANK2,ENSG00000125779
PANK3,Q9H999,PANK3,ENSG00000120137
PANK4,Q9NVE7,PANK4,ENSG00000273494
PANK4,Q9NVE7,PANK4,ENSG00000157881
ANKRD33,Q7Z3H0,ANKRD33,ENSG00000167612
PANX1,Q96RD7,PANX1,ENSG00000110218
PABPC1L2A,Q5JQF8,PABPC1L2A,ENSG00000186288
PAPOLA,P51003,PAPOLA,ENSG00000090060
PAPOLG,Q9BWT3,PAPOLG,ENSG00000115421
PTMS,P20962,PTMS,ENSG00000159335
PAPPA,Q13219,PAPPA,ENSG00000182752
ADIPOR1,Q96A54,ADIPOR1,ENSG00000159346
PAQR4,Q8N4S7,PAQR4,ENSG00000162073
PAQR5,Q9NXK6,PAQR5,ENSG00000137819
PTPN12,Q05209,PTPN12,ENSG00000127947
PTPN13,Q12923,PTPN13,ENSG00000163629
MMD2,Q8IY49,MMD2,ENSG00000136297
PARP10,Q53GL7,PARP10,ENSG00000178685
PTPN1,P18031,PTPN1,ENSG00000196396
PARP12,Q9H0J9,PARP12,ENSG00000059378
PTPN20,Q4JDL3,PTPN20,ENSG00000204179
PTPN21,Q16825,PTPN21,ENSG00000070778
PARP16,Q8N5Y8,PARP16,ENSG00000138617
PTPN2,P17706,PTPN2,ENSG00000175354
F2RL1,P55085,F2RL1,ENSG00000164251
PTPN5,P54829,PTPN5,ENSG00000110786
PARD3B,Q8TEW8,PARD3B,ENSG00000116117
F2RL2,O00254,F2RL2,ENSG00000164220
PTOV1,Q86YD1,PTOV1,ENSG00000104960
PTPA,Q15257,PTPA,ENSG00000119383
PTPRN,Q16849,PTPRN,ENSG00000054356
PARPBP,Q9NWS1,PARPBP,ENSG00000185480
PTPRO,Q16827,PTPRO,ENSG00000151490
PTPRQ,Q9UMZ3,PTPRQ,ENSG00000139304
PTPRT,O14522,PTPRT,ENSG00000196090
PTPRU,Q92729,PTPRU,ENSG00000060656
PARM1,Q6UWI2,PARM1,ENSG00000169116
PTS,Q03393,PTS,ENSG00000150787
PARN,O95453,PARN,ENSG00000274829
PARN,O95453,PARN,ENSG00000140694
PARP1,P09874,PARP1,ENSG00000143799
PARP4,Q9UKK3,PARP4,ENSG00000102699
PARP8,Q8N3A8,PARP8,ENSG00000151883
PARP9,Q8IXQ6,PARP9,ENSG00000138496
TIPARP,Q7Z3E1,TIPARP,ENSG00000163659
PTRHD1,Q6GMV3,PTRHD1,ENSG00000184924
PARVG,Q9HBI0,PARVG,ENSG00000138964
PTDSS1,P48651,PTDSS1,ENSG00000156471
PTDSS2,Q9BVG9,PTDSS2,ENSG00000174915
PTDSS2,Q9BVG9,PTDSS2,ENSG00000282367
PTTG1,O95997,PTTG1,ENSG00000164611
PTX3,P26022,PTX3,ENSG00000163661
PUF60,Q9UHX1,PUF60,ENSG00000274081
PUF60,Q9UHX1,PUF60,ENSG00000179950
PUM1,Q14671,PUM1,ENSG00000134644
PUM2,Q8TB72,PUM2,ENSG00000055917
PAX6,P26367,PAX6,ENSG00000007372
PAX9,P55771,PAX9,ENSG00000198807
PAXBP1,Q9Y5B6,PAXBP1,ENSG00000263141
PAXBP1,Q9Y5B6,PAXBP1,ENSG00000159086
PAXIP1,Q6ZW49,PAXIP1,ENSG00000157212
PAWR,Q96IZ0,PAWR,ENSG00000177425
PAX3,P23760,PAX3,ENSG00000135903
PAX4,O43316,PAX4,ENSG00000106331
PBX2,P40425,PBX2,ENSG00000204304
PBX2,P40425,PBX2,ENSG00000225987
PBX2,P40425,PBX2,ENSG00000232005
PBX2,P40425,PBX2,ENSG00000237344
PBX2,P40425,PBX2,ENSG00000236353
PBX2,P40425,PBX2,ENSG00000206315
PBX2,P40425,PBX2,ENSG00000224952
PCP4L1,A6NKN8,PCP4L1,ENSG00000248485
PCBP1,Q15365,PCBP1,ENSG00000169564
PCBP2,Q15366,PCBP2,ENSG00000197111
PCBP3,P57721,PCBP3,ENSG00000183570
PCCB,P05166,PCCB,ENSG00000114054
PCDH15,Q96QU1,PCDH15,ENSG00000150275
PCDH19,Q8TAB3,PCDH19,ENSG00000165194
DCHS1,Q96JQ0,DCHS1,ENSG00000166341
PCDHA1,Q9Y5I3,PCDHA1,ENSG00000204970
PCDHB10,Q9UN67,PCDHB10,ENSG00000120324
PCDHA3,Q9Y5H8,PCDHA3,ENSG00000255408
PCDHA5,Q9Y5H7,PCDHA5,ENSG00000204965
PCDHA6,Q9UN73,PCDHA6,ENSG00000081842
PCDHA7,Q9UN72,PCDHA7,ENSG00000204963
PCDHA10,Q9Y5I2,PCDHA10,ENSG00000250120
PCDHGA1,Q9Y5H4,PCDHGA1,ENSG00000204956
PCDHGA2,Q9Y5H1,PCDHGA2,ENSG00000081853
PCDHGA3,Q9Y5H0,PCDHGA3,ENSG00000254245
PCDHGA5,Q9Y5G8,PCDHGA5,ENSG00000253485
PCDHB3,Q9Y5E6,PCDHB3,ENSG00000113205
PCDHGA7,Q9Y5G6,PCDHGA7,ENSG00000253537
PCDHB5,Q9Y5E4,PCDHB5,ENSG00000113209
PCDHGA9,Q9Y5G4,PCDHGA9,ENSG00000261934
PCDHGA10,Q9Y5H3,PCDHGA10,ENSG00000253846
PCDHB7,Q9Y5E2,PCDHB7,ENSG00000113212
PCM1,Q15154,PCM1,ENSG00000078674
PCSK1N,Q9UHG2,PCSK1N,ENSG00000102109
PCSK6,P29122,PCSK6,ENSG00000140479
PCSK7,Q16549,PCSK7,ENSG00000160613
PAICS,P22234,PAICS,ENSG00000128050
PDCD6IP,Q8WUM4,PDCD6IP,ENSG00000170248
PDE6C,P51160,PDE6C,ENSG00000095464
PDE6D,O43924,PDE6D,ENSG00000156973
PDCD4,Q53EL6,PDCD4,ENSG00000150593
PDE4B,Q07343,PDE4B,ENSG00000184588
PDE9A,O76083,PDE9A,ENSG00000160191
PDIA4,P13667,PDIA4,ENSG00000155660
PDE5A,O76074,PDE5A,ENSG00000138735
PDP2,Q9P2J9,PDP2,ENSG00000172840
PDRG1,Q9NUG6,PDRG1,ENSG00000088356
PDS5A,Q29RF7,PDS5A,ENSG00000121892
PDX1,P52945,PDX1,ENSG00000139515
PWP1,Q13610,PWP1,ENSG00000136045
PWWP2A,Q96N64,PWWP2A,ENSG00000170234
PWWP2B,Q6NUJ5,PWWP2B,ENSG00000171813
PWP2,Q15269,PWP2,ENSG00000241945
PACS1,Q6VY07,PACS1,ENSG00000175115
PRADC1,Q9BSG0,PRADC1,ENSG00000135617
PCLAF,Q15004,PCLAF,ENSG00000166803
PAF1,Q8N7H5,PAF1,ENSG00000006712
PAGR1,Q9BTK6,PAGR1,ENSG00000280789
PHYH,O14832,PHYH,ENSG00000107537
SERPINB2,P05120,SERPINB2,ENSG00000197632
PAIP1,Q9H074,PAIP1,ENSG00000172239
PAK4,O96013,PAK4,ENSG00000130669
PAIP2,Q9BPZ3,PAIP2,ENSG00000120727
PTAR1,Q7Z6K3,PTAR1,ENSG00000188647
PAK1,Q13153,PAK1,ENSG00000149269
PALB2,Q86YC2,PALB2,ENSG00000083093
PTPRCAP,Q14761,PTPRCAP,ENSG00000213402
PTCD1,O75127,PTCD1,ENSG00000106246
PTCD3,Q96EY7,PTCD3,ENSG00000132300
PTCRA,Q6ISU1,PTCRA,ENSG00000171611
PTEN,P60484,PTEN,ENSG00000171862
PTEN,P60484,PTEN,ENSG00000284792
PTER,Q96BW5,PTER,ENSG00000165983
PTGR1,Q14914,PTGR1,ENSG00000106853
ZADH2,Q8N4Q0,ZADH2,ENSG00000180011
PTCHD1,Q96NR3,PTCHD1,ENSG00000165186
PTK6,Q13882,PTK6,ENSG00000101213
PAOX,Q6QHF9,PAOX,ENSG00000148832
PAPOLB,Q9NRJ5,PAPOLB,ENSG00000218823
PAPSS1,O43252,PAPSS1,ENSG00000138801
ADIPOR2,Q86V24,ADIPOR2,ENSG00000006831
ADIPOR2,Q86V24,ADIPOR2,ENSG00000285070
PAQR3,Q6TCH7,PAQR3,ENSG00000163291
PAPSS2,O95340,PAPSS2,ENSG00000198682
PAQR6,Q6TCH4,PAQR6,ENSG00000160781
PAQR7,Q86WK9,PAQR7,ENSG00000182749
PTPN18,Q99952,PTPN18,ENSG00000072135
PARP2,Q9UGN5,PARP2,ENSG00000129484
PARP6,Q2NL67,PARP6,ENSG00000137817
PARVA,Q9NVD7,PARVA,ENSG00000197702
PARVB,Q9HBI1,PARVB,ENSG00000188677
PASD1,Q8IV76,PASD1,ENSG00000166049
PASK,Q96RG2,PASK,ENSG00000115687
PBXIP1,Q96AQ6,PBXIP1,ENSG00000163346
PBLD,P30039,PBLD,ENSG00000108187
PBOV1,Q9GZY1,PBOV1,ENSG00000254440
PBX3,P40426,PBX3,ENSG00000167081
PBX4,Q9BYU1,PBX4,ENSG00000105717
PCDH11X,Q9BZA7,PCDH11X,ENSG00000102290
PCDH18,Q9HCL0,PCDH18,ENSG00000189184
PCDH17,O14917,PCDH17,ENSG00000118946
PCDHB11,Q9Y5F2,PCDHB11,ENSG00000197479
PCDHB12,Q9Y5F1,PCDHB12,ENSG00000120328
PCDHB15,Q9Y5E8,PCDHB15,ENSG00000113248
PCDHAC1,Q9H158,PCDHAC1,ENSG00000248383
PCDHAC2,Q9Y5I4,PCDHAC2,ENSG00000243232
PCDHA11,Q9Y5I1,PCDHA11,ENSG00000249158
PCDHA12,Q9UN75,PCDHA12,ENSG00000251664
PCDHGA4,Q9Y5G9,PCDHGA4,ENSG00000262576
PCDHGA11,Q9Y5H2,PCDHGA11,ENSG00000253873
PCDHGA12,O60330,PCDHGA12,ENSG00000253159
PCDHB8,Q9UN66,PCDHB8,ENSG00000120322
PCDHGB3,Q9Y5G1,PCDHGB3,ENSG00000262209
PCDHGB4,Q9UN71,PCDHGB4,ENSG00000253953
PCDHGB6,Q9Y5F9,PCDHGB6,ENSG00000253305
PCDH1,Q08174,PCDH1,ENSG00000156453
PCDH8,O95206,PCDH8,ENSG00000136099
PCDH9,Q9HC56,PCDH9,ENSG00000184226
PCF11,O94913,PCF11,ENSG00000165494
SLC46A1,Q96NT5,SLC46A1,ENSG00000076351
PCGF2,P35227,PCGF2,ENSG00000277258
PCGF2,P35227,PCGF2,ENSG00000278644
PCGF3,Q3KNV8,PCGF3,ENSG00000185619
PCLO,Q9Y6V0,PCLO,ENSG00000186472
PCNP,Q8WW12,PCNP,ENSG00000081154
PCOLCE,Q15113,PCOLCE,ENSG00000106333
PCOLCE2,Q9UKZ9,PCOLCE2,ENSG00000163710
PCP2,Q8IVA1,PCP2,ENSG00000174788
PCSK4,Q6UW60,PCSK4,ENSG00000115257
PCNX2,A6NKB5,PCNX2,ENSG00000135749
PCYOX1,Q9UHG3,PCYOX1,ENSG00000116005
PCYOX1L,Q8NBM8,PCYOX1L,ENSG00000145882
PDCD2L,Q9BRP1,PDCD2L,ENSG00000126249
PDE10A,Q9Y233,PDE10A,ENSG00000112541
PDE4C,Q08493,PDE4C,ENSG00000105650
P4HB,P07237,P4HB,ENSG00000185624
PDK1,Q15118,PDK1,ENSG00000152256
POLDIP2,Q9Y2S7,POLDIP2,ENSG00000004142
OR10X1,Q8NGY0,OR10X1,ENSG00000279111
OR10H1,Q9Y4A9,OR10H1,ENSG00000186723
OGFOD1,Q8N543,OGFOD1,ENSG00000087263
ODR4,Q5SWX8,ODR4,ENSG00000157181
OR2Y1,Q8NGV0,OR2Y1,ENSG00000174339
OR4K15,Q8NH41,OR4K15,ENSG00000169488
OR3A3,P47888,OR3A3,ENSG00000159961
OR1K1,Q8NGR3,OR1K1,ENSG00000165204
OR1L1,Q8NH94,OR1L1,ENSG00000173679
OR2D2,Q9H210,OR2D2,ENSG00000166368
OR2D3,Q8NGH3,OR2D3,ENSG00000178358
OR4X1,Q8NH49,OR4X1,ENSG00000176567
OR1N1,Q8NGS0,OR1N1,ENSG00000171505
OR5P3,Q8WZ94,OR5P3,ENSG00000278253
OR5P3,Q8WZ94,OR5P3,ENSG00000182334
OR5P3,Q8WZ94,OR5P3,ENSG00000280808
OR2G6,Q5TZ20,OR2G6,ENSG00000188558
OR2H2,O95918,OR2H2,ENSG00000224319
OR2H2,O95918,OR2H2,ENSG00000229185
OR2H2,O95918,OR2H2,ENSG00000227044
OR2H2,O95918,OR2H2,ENSG00000204657
OR2H2,O95918,OR2H2,ENSG00000206512
OR2H2,O95918,OR2H2,ENSG00000229680
OR2H2,O95918,OR2H2,ENSG00000206467
OR4A5,Q8NH83,OR4A5,ENSG00000221840
OR4C5,Q8NGB2,OR4C5,ENSG00000176540
OR2L3,Q8NG85,OR2L3,ENSG00000198128
ORAI3,Q9BRQ5,ORAI3,ENSG00000175938
GINS1,Q14691,GINS1,ENSG00000101003
OR2M2,Q96R28,OR2M2,ENSG00000198601
OR4D5,Q8NGN0,OR4D5,ENSG00000171014
OR5H8,P0DN80,OR5H8,ENSG00000232535
OR2S2,Q9NQN1,OR2S2,ENSG00000278889
ORC5,O43913,ORC5,ENSG00000164815
OR4F4,Q96R69,OR4F4,ENSG00000177693
OR8D4,Q8NGM9,OR8D4,ENSG00000181518
OR2V2,Q96R30,OR2V2,ENSG00000182613
OR2W1,Q9Y3N9,OR2W1,ENSG00000234101
OR2W1,Q9Y3N9,OR2W1,ENSG00000228652
OR2W1,Q9Y3N9,OR2W1,ENSG00000204704
OR2W1,Q9Y3N9,OR2W1,ENSG00000227639
OR2W1,Q9Y3N9,OR2W1,ENSG00000229328
OR2W1,Q9Y3N9,OR2W1,ENSG00000228977
OR2W1,Q9Y3N9,OR2W1,ENSG00000206525
OR2W1,Q9Y3N9,OR2W1,ENSG00000226463
OR5M10,Q6IEU7,OR5M10,ENSG00000254834
OR6K3,Q8NGY3,OR6K3,ENSG00000203757
OR8K1,Q8NGG5,OR8K1,ENSG00000150261
OR8K1,Q8NGG5,OR8K1,ENSG00000263328
OR6N1,Q8NGY5,OR6N1,ENSG00000197403
OR6P1,Q8NGX9,OR6P1,ENSG00000186440
OR6Y1,Q8NGX8,OR6Y1,ENSG00000197532
GINS3,Q9BRX5,GINS3,ENSG00000181938
OR9G1,Q8NH87,OR9G1,ENSG00000261958
OR9G1,Q8NH87,OR9G1,ENSG00000174914
OR9I1,Q8NGQ6,OR9I1,ENSG00000172377
OR9Q1,Q8NGQ5,OR9Q1,ENSG00000186509
OR7D2,Q96RA2,OR7D2,ENSG00000188000
PSG5,Q15238,PSG5,ENSG00000204941
PSG9,Q00887,PSG9,ENSG00000183668
OS9,Q13438,OS9,ENSG00000135506
OSBPL1A,Q9BXW6,OSBPL1A,ENSG00000141447
OSBPL2,Q9H1P3,OSBPL2,ENSG00000130703
OSGIN2,Q9Y236,OSGIN2,ENSG00000164823
OSBPL7,Q9BZF2,OSBPL7,ENSG00000006025
OSCAR,Q8IYS5,OSCAR,ENSG00000275736
OSCAR,Q8IYS5,OSCAR,ENSG00000274703
OSCAR,Q8IYS5,OSCAR,ENSG00000277088
OSCAR,Q8IYS5,OSCAR,ENSG00000275551
OSCAR,Q8IYS5,OSCAR,ENSG00000278378
OSCAR,Q8IYS5,OSCAR,ENSG00000275644
OSCAR,Q8IYS5,OSCAR,ENSG00000278533
OSCAR,Q8IYS5,OSCAR,ENSG00000273511
OSCAR,Q8IYS5,OSCAR,ENSG00000276982
PSMD2,Q13200,PSMD2,ENSG00000175166
PSMD3,O43242,PSMD3,ENSG00000108344
OSGIN1,Q9UJX0,OSGIN1,ENSG00000140961
PSRC1,Q6PGN9,PSRC1,ENSG00000134222
OTP,Q5XKR4,OTP,ENSG00000171540
OTX1,P32242,OTX1,ENSG00000115507
OVOL1,O14753,OVOL1,ENSG00000172818
OTUD6A,Q7L8S5,OTUD6A,ENSG00000189401
OTUD7B,Q6GQQ9,OTUD7B,ENSG00000264522
OTUB1,Q96FW1,OTUB1,ENSG00000167770
OTUB2,Q96DC9,OTUB2,ENSG00000277276
OTUB2,Q96DC9,OTUB2,ENSG00000089723
OXA1L,Q15070,OXA1L,ENSG00000155463
POM121L2,Q96KW2,POM121L2,ENSG00000158553
IL4I1,Q96RQ9,IL4I1,ENSG00000104951
P2RX4,Q99571,P2RX4,ENSG00000135124
P2RX6,O15547,P2RX6,ENSG00000099957
KIAA1191,Q96A73,KIAA1191,ENSG00000122203
PIK3C2B,O00750,PIK3C2B,ENSG00000133056
PIK3C2G,O75747,PIK3C2G,ENSG00000139144
PPP4R3A,Q6IN85,PPP4R3A,ENSG00000100796
P4HTM,Q9NXG6,P4HTM,ENSG00000178467
PI4K2A,Q9BTU6,PI4K2A,ENSG00000155252
GATAD2A,Q86YP4,GATAD2A,ENSG00000167491
PLA2G4A,P47712,PLA2G4A,ENSG00000116711
PLA2G2D,Q9UNK4,PLA2G2D,ENSG00000117215
PLA2G10,O15496,PLA2G10,ENSG00000276870
PLA2G10,O15496,PLA2G10,ENSG00000069764
PANX2,Q96RD6,PANX2,ENSG00000073150
PANX3,Q96QZ0,PANX3,ENSG00000154143
PANO1,I0J062,PANO1,ENSG00000274897
