,VCT_CCC,EVT_1,EVT_2,eEVT,iEVT,GC,Cluster
ZHX3,-1.5853067636489868,-1.0156874656677246,0.12735167145729065,0.9995271563529968,1.1574149131774902,0.3166998028755188,5.0
ZNF561,-0.38610604405403137,-0.38028818368911743,-0.3656061291694641,2.2110397815704346,-0.31393706798553467,-0.7651029229164124,0.0
ZFP30,-0.6621242761611938,-0.8162156343460083,-0.20752845704555511,1.9153176546096802,0.6460480690002441,-0.8754972219467163,0.0
ZNF441,-0.5183595418930054,-0.4960687756538391,-0.31771615147590637,2.142528772354126,0.07724112272262573,-0.8876258730888367,0.0
STAT6,-1.2416585683822632,-1.0032861232757568,-0.0895148292183876,1.8164104223251343,0.330276757478714,0.18777330219745636,5.0
THAP1,1.0026942491531372,1.5997036695480347,-0.29547828435897827,-0.5608680248260498,-0.36838632822036743,-1.3776658773422241,7.0
ZNF277,-1.1003965139389038,-0.7163071632385254,-0.6696614623069763,1.913285493850708,0.24970752000808716,0.3233717978000641,5.0
E2F1,1.0560332536697388,-0.2038813829421997,-0.5806882977485657,-1.0096913576126099,-0.8985729813575745,1.636800765991211,1.0
ZNF134,-0.01719808205962181,-0.4687153100967407,-0.22886726260185242,2.0816168785095215,-0.20363642275333405,-1.163199543952942,0.0
ZNF512B,-0.30823954939842224,-1.0805143117904663,-0.7799633145332336,1.3512723445892334,-0.5835201144218445,1.400964617729187,3.0
NFKBIZ,-0.5719494819641113,-0.942500114440918,1.117345929145813,-0.3741828501224518,1.630362629890442,-0.8590754866600037,4.0
MAX,-0.38465583324432373,-0.261849045753479,-0.516771137714386,2.0622923374176025,0.20595300197601318,-1.1049689054489136,0.0
SRF,0.08779435604810715,-0.24505850672721863,0.7015746831893921,1.4868329763412476,-0.2518359124660492,-1.7793081998825073,6.0
ZNF655,0.6898394227027893,0.706760048866272,0.1220618411898613,0.3134395182132721,0.35540148615837097,-2.187500476837158,6.0
ZNF548,1.62558913230896,0.24071580171585083,0.12026477605104446,0.10265053063631058,-0.30565881729125977,-1.7835607528686523,7.0
ZBTB7B,-0.2859630882740021,-0.2781302332878113,0.4931022524833679,1.8025141954421997,-0.2140050232410431,-1.5175188779830933,0.0
SCX,-0.5202314853668213,-0.8858094811439514,-0.3507811427116394,-0.40000540018081665,-0.002256005071103573,2.1590840816497803,1.0
ZNF559,1.3071974515914917,1.1128650903701782,0.35113540291786194,-1.1719342470169067,-0.42732951045036316,-1.1719342470169067,7.0
E2F5,2.13541316986084,-0.3238210380077362,-0.10220713168382645,-0.811561107635498,-0.0862630158662796,-0.811561107635498,2.0
SMAD2,-0.7139489054679871,-1.1984888315200806,-0.6500917077064514,0.18952031433582306,0.562094509601593,1.8109153509140015,3.0
ZNF132,-0.44072410464286804,-0.41275230050086975,-0.5501459836959839,2.217784881591797,-0.20368796586990356,-0.6104742288589478,0.0
MEF2D,-0.6795462965965271,-0.976220965385437,-0.44991952180862427,2.031391143798828,-0.3188526928424835,0.39314761757850647,5.0
ZNF211,-0.4605083465576172,-0.5463988184928894,-0.03781948238611221,1.9268691539764404,0.391406387090683,-1.2735486030578613,0.0
GRHL3,2.234720230102539,-0.4620420038700104,-0.37465935945510864,-0.47671547532081604,-0.4445878565311432,-0.47671547532081604,2.0
ZNF76,-0.17638002336025238,-0.7584223747253418,-0.42740482091903687,2.065843343734741,0.2379918098449707,-0.9416275024414062,0.0
ZNF518B,0.03214241936802864,-0.6996716856956482,-0.4589855968952179,-0.9954095482826233,0.046903014183044434,2.0750224590301514,1.0
ZNF582,-0.6150240898132324,-0.7246121168136597,-0.7395551204681396,1.683666467666626,-0.7068893909454346,1.1024138927459717,5.0
YBX3,1.9257360696792603,-0.9475136399269104,-0.6147423982620239,0.6711252927780151,-0.3943484127521515,-0.6402580738067627,2.0
KDM5C,-0.7149054408073425,-1.2878901958465576,-0.2469797432422638,0.534481942653656,-0.14546526968479156,1.8607579469680786,3.0
E2F2,1.8931827545166016,0.5722517967224121,-0.035410184413194656,-0.9507169127464294,-0.5285903811454773,-0.9507169127464294,7.0
KAT6A,-1.1994413137435913,-1.163413166999817,-0.3407103419303894,1.5612019300460815,0.6018264293670654,0.5405371189117432,5.0
THAP5,1.218043565750122,0.24845245480537415,-0.3554672598838806,0.9546614289283752,-0.23179249465465546,-1.8338968753814697,6.0
IRX3,-0.47260811924934387,-0.6745088696479797,-0.06986236572265625,2.1392996311187744,-0.06438655406236649,-0.857933759689331,0.0
JUND,0.034286558628082275,-1.299349308013916,0.7394465804100037,-1.2514948844909668,0.332484632730484,1.4446275234222412,1.0
ZNF544,1.6354823112487793,0.680949866771698,-0.01104750670492649,-0.06899301707744598,-0.6963558197021484,-1.5400363206863403,7.0
ETV6,-0.6228377223014832,-1.38624107837677,-0.27114811539649963,0.6958847045898438,1.7610783576965332,-0.1767353117465973,5.0
KDM2A,-0.6981555819511414,-1.3336552381515503,-0.1911894679069519,1.7523213624954224,0.7432713508605957,-0.2725923955440521,5.0
ZNF487,-0.17435692250728607,0.11456543207168579,0.998877227306366,-0.6854697465896606,1.3659560680389404,-1.6195722818374634,4.0
MYC,1.2251861095428467,1.4299896955490112,-0.02888292260468006,-1.0702003240585327,-0.5576247572898865,-0.9984688758850098,7.0
ZNF689,1.4713937044143677,0.5326558947563171,-0.290463924407959,-0.2931739091873169,0.3788702189922333,-1.7992817163467407,7.0
EGR1,1.7844070196151733,0.0811278373003006,0.5674551725387573,-1.1474905014038086,-0.22783096134662628,-1.0576688051223755,7.0
TCF25,-0.1302354484796524,0.5100018978118896,-0.23602421581745148,1.7894506454467773,-0.42048296332359314,-1.512709617614746,0.0
ZNF354B,0.24190881848335266,-0.7561331987380981,-0.5324123501777649,2.095756769180298,-0.25645753741264343,-0.7926619648933411,0.0
RREB1,-0.9577341675758362,-1.078254222869873,-0.09196688234806061,1.9303644895553589,0.3867424726486206,-0.18915212154388428,5.0
KLF5,-1.0996747016906738,-1.3417115211486816,0.4121914803981781,0.42917171120643616,1.6235400438308716,-0.023521052673459053,3.0
ZNF599,1.4907256364822388,0.8854688405990601,-0.07665125280618668,-0.28120842576026917,-0.34890657663345337,-1.669428825378418,7.0
ZSCAN32,-0.2582097351551056,-0.4246838688850403,-0.32767510414123535,2.172520875930786,-0.22693738341331482,-0.9350149631500244,0.0
ZIK1,1.7521157264709473,0.7407397031784058,0.057033658027648926,-1.037415862083435,-0.4750572741031647,-1.037415862083435,7.0
NFX1,-0.3676786422729492,-1.6345192193984985,-0.4024004340171814,0.017269717529416084,0.8926080465316772,1.4947189092636108,3.0
ZNF540,-0.599433958530426,-0.4635818302631378,-0.1896461397409439,2.0904414653778076,0.15943701565265656,-0.9972163438796997,0.0
HOXA10,0.7817936539649963,-0.36747220158576965,0.29374974966049194,-1.148926854133606,1.5897823572158813,-1.148926854133606,4.0
DMAP1,1.023400902748108,0.6813222765922546,-0.4508342742919922,1.0231937170028687,-0.5703334808349609,-1.706749439239502,6.0
ZNF736,-0.587177038192749,-0.5019996166229248,-0.1975417584180832,2.159675121307373,-0.037120744585990906,-0.8358360528945923,0.0
ZKSCAN1,-0.3394835889339447,-0.9060900807380676,-0.31735867261886597,1.9911155700683594,0.4592672288417816,-0.8874498009681702,0.0
ZNF777,-0.06539887189865112,-0.6361485123634338,0.22534070909023285,0.7472336292266846,1.4369330406188965,-1.7079592943191528,6.0
E2F6,0.9393717050552368,0.05740467831492424,-0.5151395797729492,-1.6413110494613647,-0.2811484932899475,1.4408226013183594,1.0
EBF2,-0.48267993330955505,-0.4563269317150116,-0.41185450553894043,-0.5187095999717712,-0.3637627065181732,2.2333335876464844,1.0
NFKBIB,1.2477978467941284,0.8482507467269897,-0.05767170712351799,-0.8651251792907715,0.48188886046409607,-1.6551395654678345,7.0
TP53,1.431146264076233,0.6925874352455139,-0.06584367901086807,0.13442867994308472,-0.372763067483902,-1.8195559978485107,7.0
SNAPC4,-0.5041893124580383,-1.2598793506622314,-0.3131396174430847,1.9876123666763306,-0.18522663414478302,0.2748241722583771,5.0
SNAI2,1.7558050155639648,-0.542174756526947,0.7772760391235352,-1.0046634674072266,0.01842121034860611,-1.0046634674072266,2.0
ZBTB8B,1.809710144996643,0.7971628308296204,-0.24278855323791504,-0.9551451802253723,-0.4537941515445709,-0.9551451802253723,7.0
ZNF770,0.8753576278686523,-0.2516169548034668,-0.3483569622039795,-1.6752307415008545,-0.09471546113491058,1.4945621490478516,1.0
HIC2,0.13962477445602417,-0.7070145606994629,0.002358123892918229,1.9604264497756958,-0.12159229069948196,-1.273802638053894,0.0
