"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"GATAD2A_E"	"GATAD2A_E"	955	-7.18078724719541	6.93111398652182e-13	5.39302970299591e-12
"ZNF611_E"	"ZNF611_E"	216	-7.17141775764851	7.42250226651808e-13	5.74310929560198e-12
"ZNF496_E"	"ZNF496_E"	407	-7.16406543351453	7.83189912549823e-13	6.02621127156392e-12
"ZNF717_E"	"ZNF717_E"	220	-7.153367709602	8.46743844855694e-13	6.4792277631223e-12
"THAP5_E"	"THAP5_E"	331	-7.14289887885439	9.13828548949002e-13	6.95413483678224e-12
"ZBTB45_E"	"ZBTB45_E"	654	7.12305824654229	1.05558183500597e-12	7.98896634690309e-12
"ZNF37A_E"	"ZNF37A_E"	223	-7.06646757489421	1.58927286300003e-12	1.19627332350818e-11
"ZNF765_E"	"ZNF765_E"	109	-7.04120761370639	1.90580785972456e-12	1.42678047876676e-11
"GRHL3_E"	"GRHL3_E"	324	-7.02842731800881	2.08874378082033e-12	1.55532803034202e-11
"ZSCAN29_E"	"ZSCAN29_E"	430	-6.99362760434685	2.67867998317278e-12	1.98394212657449e-11
"ZNF138_E"	"ZNF138_E"	401	-6.95984120776319	3.40656489466095e-12	2.50962360590714e-11
"ZNF212_E"	"ZNF212_E"	293	-6.94148885489138	3.87988845857686e-12	2.84319868525341e-11
"ZNF511_E"	"ZNF511_E"	704	6.90961285064419	4.85978141727251e-12	3.54252487522233e-11
"ZNF76_E"	"ZNF76_E"	1203	-6.89658696858914	5.32667608714165e-12	3.86253737208963e-11
"ZNF248_E"	"ZNF248_E"	390	-6.88236073294309	5.88687080012861e-12	4.2465187803011e-11
"ZNF550_E"	"ZNF550_E"	103	-6.87543060364689	6.18028877096019e-12	4.43507769315019e-11
"HIF1A_AA"	"HIF1A_AA"	58	-6.86872307525547	6.4779115698697e-12	4.62469460013893e-11
"ZNF322_E"	"ZNF322_E"	756	-6.86436375856841	6.67882465026783e-12	4.74367802083125e-11
"ELF4_E"	"ELF4_E"	947	6.85559776608764	7.10149347176983e-12	5.01814717265368e-11
"ZNF805_E"	"ZNF805_E"	126	-6.84215405456221	7.80111273466088e-12	5.48453864847986e-11
"TFE3_E"	"TFE3_E"	1352	6.81299015400875	9.55906862067782e-12	6.68488156168498e-11
"ZNF43_E"	"ZNF43_E"	201	-6.81230092425514	9.60499227996615e-12	6.68488156168498e-11
"RREB1_E"	"RREB1_E"	614	-6.78444066137998	1.16537120480438e-11	8.0701955932703e-11
"ZNF280C_E"	"ZNF280C_E"	353	-6.78035791722935	1.19878521280287e-11	8.26028616782074e-11
"ZNF674_E"	"ZNF674_E"	159	-6.76768128481358	1.30862631063284e-11	8.97251208032913e-11
"ZNF234_E"	"ZNF234_E"	204	-6.76567268021928	1.32691227435327e-11	9.05307142846937e-11
"ZNF302_E"	"ZNF302_E"	201	-6.71959217834828	1.82233873254068e-11	1.23722507086708e-10
"ZNF337_E"	"ZNF337_E"	153	-6.70770366706752	1.97710909451331e-11	1.3357541931224e-10
"ZNF566_E"	"ZNF566_E"	137	-6.70126420881614	2.06624057442497e-11	1.38919572600902e-10
"ZBED4_E"	"ZBED4_E"	808	6.6831517601577	2.33857170637371e-11	1.56469652817758e-10
"ZNF761_E"	"ZNF761_E"	232	-6.6812701969005	2.36880011846319e-11	1.57730200195746e-10
"KAT8_E"	"KAT8_E"	583	-6.67964086424633	2.39528507687044e-11	1.5873061394572e-10
"ZNF277_E"	"ZNF277_E"	776	-6.64885216975531	2.95387489217891e-11	1.94815082174656e-10
"E2F4_AA"	"E2F4_AA"	100	-6.63267044387148	3.29667313444982e-11	2.16392999583554e-10
"VEZF1_E"	"VEZF1_E"	889	-6.62258242271869	3.5297712139383e-11	2.30600619401158e-10
"ZNF780B_E"	"ZNF780B_E"	364	-6.62064229414829	3.57641457119023e-11	2.32550900521055e-10
"ZNF737_E"	"ZNF737_E"	134	-6.58439221539421	4.56749930436417e-11	2.95606847502074e-10
"THAP9_E"	"THAP9_E"	218	-6.56508821484505	5.20020674498771e-11	3.34990062409673e-10
"ZNF680_E"	"ZNF680_E"	733	-6.55854168054787	5.43365206222141e-11	3.48407782693364e-10
"ZBTB40_E"	"ZBTB40_E"	358	-6.52128964205644	6.97054303318079e-11	4.44894106034811e-10
"ZNF230_E"	"ZNF230_E"	84	-6.51597149340479	7.22206908556118e-11	4.58833288234048e-10
"GMEB2_E"	"GMEB2_E"	601	-6.50875512917186	7.57761266608372e-11	4.79223449430409e-10
"ZNF184_E"	"ZNF184_E"	268	-6.49520929331245	8.29180554410813e-11	5.22006849026808e-10
"ZNF701_E"	"ZNF701_E"	215	-6.47751557128948	9.32451530927126e-11	5.84364420965642e-10
"ZNF561_E"	"ZNF561_E"	412	-6.47184303339338	9.6814668808589e-11	6.04001424774305e-10
"ELF2_E"	"ELF2_E"	597	-6.43650409518291	1.22256538585191e-10	7.59306304665873e-10
"ZNF211_E"	"ZNF211_E"	172	-6.43524462157732	1.23274631960083e-10	7.62211452074618e-10
"ZBTB8B_E"	"ZBTB8B_E"	292	-6.4336892673671	1.24543340435572e-10	7.6663345112563e-10
"MXD1_E"	"MXD1_E"	430	6.41692646974189	1.390530417949e-10	8.52161340203258e-10
"ZNF219_E"	"ZNF219_E"	452	6.41427977980374	1.41490155077251e-10	8.63276937365609e-10
"ZNF677_E"	"ZNF677_E"	120	-6.40273473320587	1.52618226283076e-10	9.2708878685114e-10
"ZNF45_E"	"ZNF45_E"	288	-6.38569891926018	1.70616397809009e-10	1.03189393434707e-09
"ZNF180_E"	"ZNF180_E"	308	-6.38392227860107	1.72608719889609e-10	1.03940468281351e-09
"ZNF90_E"	"ZNF90_E"	237	-6.37851601102008	1.78812153284987e-10	1.07209884112428e-09
"DMAP1_E"	"DMAP1_E"	921	-6.36611270890354	1.9387898775247e-10	1.15742412947057e-09
"ZNF414_E"	"ZNF414_E"	726	6.34708691461813	2.19430175930775e-10	1.30433817023229e-09
"ZNF619_E"	"ZNF619_E"	276	-6.32988269414416	2.45347652291775e-10	1.45216452317995e-09
"ZNF627_E"	"ZNF627_E"	190	-6.31509504360523	2.69995491164685e-10	1.59125002239612e-09
"RFX3_E"	"RFX3_E"	693	6.30175868880573	2.94287099669173e-10	1.72706624170256e-09
"ZNF134_E"	"ZNF134_E"	545	-6.28252888515677	3.33109353474778e-10	1.94665170701505e-09
"ZNF771_E"	"ZNF771_E"	390	6.22129916051148	4.93055013415058e-10	2.8692487125204e-09
