"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZNF398_E"	"ZNF398_E"	358	5.59402262681005	2.21868021239265e-08	2.10470691381084e-07
"ZNF687_E"	"ZNF687_E"	476	5.58078797932156	2.39431365551729e-08	2.2558669475452e-07
"ZFAT_E"	"ZFAT_E"	255	5.54965908398124	2.86227194966823e-08	2.67854503398006e-07
"ZNF205_E"	"ZNF205_E"	528	5.54823638632334	2.88565558068682e-08	2.6823040129203e-07
"ZNF248_E"	"ZNF248_E"	396	5.54464263988763	2.94555129798054e-08	2.7197256984687e-07
"ZNF746_E"	"ZNF746_E"	491	-5.54320336080767	2.96987601975738e-08	2.72402535587018e-07
"ZNF234_E"	"ZNF234_E"	204	5.53148111953556	3.17538046643354e-08	2.87472804635421e-07
"ZNF333_E"	"ZNF333_E"	444	5.53146389475842	3.17569235445627e-08	2.87472804635421e-07
"NFKBID_E"	"NFKBID_E"	512	5.52148172422067	3.36152782937217e-08	3.02227836447521e-07
"ZNF320_E"	"ZNF320_E"	605	5.52039767067188	3.38233318767983e-08	3.02227836447521e-07
"ZNF517_E"	"ZNF517_E"	611	5.50805788736156	3.62814110707278e-08	3.22113809826654e-07
"ZXDC_E"	"ZXDC_E"	357	5.49736681802049	3.85504259838293e-08	3.40078598647156e-07
"THAP5_E"	"THAP5_E"	331	5.48581832708689	4.11559700530049e-08	3.60765940021594e-07
"POGZ_E"	"POGZ_E"	782	5.47847688774584	4.2900261062497e-08	3.73690953280242e-07
"ZNF641_E"	"ZNF641_E"	289	5.47424788682589	4.39373670045847e-08	3.78487525965649e-07
"ZBTB1_E"	"ZBTB1_E"	256	-5.47400579394797	4.39974669173065e-08	3.78487525965649e-07
"ZNF41_E"	"ZNF41_E"	787	5.43645664244247	5.43505568911733e-08	4.64663711693056e-07
"ZBTB37_E"	"ZBTB37_E"	412	5.4147110390256	6.13877614426629e-08	5.2160766624594e-07
"ZFP14_E"	"ZFP14_E"	400	5.4039931372077	6.51734389675275e-08	5.49666034389443e-07
"ZSCAN25_E"	"ZSCAN25_E"	374	5.40314172419975	6.54836791871899e-08	5.49666034389443e-07
"ZNF133_E"	"ZNF133_E"	450	5.3788013132131	7.49834041440264e-08	6.25614546623353e-07
"ZNF511_E"	"ZNF511_E"	704	5.34044395370187	9.27192397704626e-08	7.68958964563418e-07
"ZBTB6_E"	"ZBTB6_E"	765	5.3364422796221	9.47880276944758e-08	7.81437014028863e-07
"EBF4_E"	"EBF4_E"	582	5.28448785294619	1.26056912613449e-07	1.03306996431732e-06
"ZNF343_E"	"ZNF343_E"	362	5.27898567672196	1.29900957613406e-07	1.05831074290922e-06
"FOXP4_E"	"FOXP4_E"	304	-5.26119934084212	1.43118766545194e-07	1.15641308791406e-06
"POU6F1_E"	"POU6F1_E"	956	5.26000472522465	1.44051699809344e-07	1.15641308791406e-06
"EPAS1_B"	"EPAS1_B"	45	-5.25950046181186	1.44447266576991e-07	1.15641308791406e-06
"ZNF33B_E"	"ZNF33B_E"	475	5.25665817202732	1.46696611690127e-07	1.1676713056944e-06
"ZNF789_E"	"ZNF789_E"	597	5.24264235142313	1.58293181876554e-07	1.25277746799444e-06
"SFPQ_E"	"SFPQ_E"	545	5.22866035769696	1.70742702573455e-07	1.34362865377406e-06
"CIC_E"	"CIC_E"	450	5.22444107501735	1.74681941990246e-07	1.366861523483e-06
"MYNN_D"	"MYNN_D"	472	5.22261157492439	1.7641719285494e-07	1.37268433766344e-06
"ZNF121_E"	"ZNF121_E"	808	5.21927038836818	1.79629357494929e-07	1.38986960966747e-06
"ZNF710_E"	"ZNF710_E"	371	5.20690942192012	1.9201175995479e-07	1.47742381965213e-06
"ZNF623_E"	"ZNF623_E"	379	5.18396135386741	2.17221962542127e-07	1.66216805591628e-06
"ZNF736_E"	"ZNF736_E"	355	5.18171417453758	2.19855944623358e-07	1.67307957858984e-06
"RERE_E"	"RERE_E"	398	-5.18012340820203	2.21739155137894e-07	1.67818978068843e-06
"ZNF512B_E"	"ZNF512B_E"	554	5.17443107379509	2.28606480144794e-07	1.72076073369859e-06
"ZSCAN30_E"	"ZSCAN30_E"	312	5.14839301854124	2.62727559822163e-07	1.9669063262362e-06
"TFAP2E_E"	"TFAP2E_E"	296	5.13503734243675	2.82088007871928e-07	2.10049403711086e-06
"KAT8_E"	"KAT8_E"	587	5.12573569070099	2.96378144763397e-07	2.18852558953845e-06
"ZNF585A_E"	"ZNF585A_E"	240	5.12529602630422	2.97070621540237e-07	2.18852558953845e-06
"ZNF708_E"	"ZNF708_E"	553	5.10673469014072	3.27773447064598e-07	2.40193769409772e-06
"ZNF345_E"	"ZNF345_E"	304	5.09527840984862	3.48229118823646e-07	2.53840699774079e-06
"HES2_E"	"HES2_E"	768	-5.08862394654351	3.60671016244996e-07	2.61533695025822e-06
"ZNF587_E"	"ZNF587_E"	288	5.08325088841226	3.71029093651227e-07	2.67643382659869e-06
"ARID3B_E"	"ARID3B_E"	739	5.07847462347452	3.80477239045199e-07	2.73036775169741e-06
"KLF16_E"	"KLF16_E"	778	5.07676677449955	3.83911634467562e-07	2.74081244194625e-06
"KAT6B_E"	"KAT6B_E"	472	5.07375403453083	3.90043165229006e-07	2.77030658380602e-06
"PRDM10_E"	"PRDM10_E"	221	5.05934126709344	4.20707327268925e-07	2.97285534830337e-06
"ZNF75D_E"	"ZNF75D_E"	270	5.04045082368226	4.64436462798432e-07	3.26520051256766e-06
"ZFP62_E"	"ZFP62_E"	395	5.03544390480755	4.76742729009024e-07	3.33479131150252e-06
"ZNF74_E"	"ZNF74_E"	421	4.98511197775166	6.19259378363295e-07	4.30992079916162e-06
"ZNF646_E"	"ZNF646_E"	423	4.97022292077477	6.68759677529012e-07	4.63116076688841e-06
"SCX_E"	"SCX_E"	286	4.95596710368712	7.19713934082063e-07	4.95922287912267e-06
"ZNF117_E"	"ZNF117_E"	189	4.95342011499808	7.29203026234203e-07	4.99973362046718e-06
"FIZ1_E"	"FIZ1_E"	721	-4.94886770610566	7.46464602704113e-07	5.09287425982855e-06
"ZNF765_E"	"ZNF765_E"	109	4.94117080192833	7.76548425508851e-07	5.27215475161647e-06
"ZNF438_E"	"ZNF438_E"	523	-4.93749818635948	7.91311422242103e-07	5.34617716978202e-06
"FOXN2_E"	"FOXN2_E"	381	4.92468514111506	8.44962953234194e-07	5.68008960971585e-06
"ZNF611_E"	"ZNF611_E"	215	4.9237673513653	8.48937580657893e-07	5.68008960971585e-06
"ZNF525_E"	"ZNF525_E"	170	4.91734383464225	8.77263894304724e-07	5.84139660390405e-06
