,VCT_CCC,EVT_1,EVT_2,eEVT,iEVT,GC,Cluster
SELP,1.5674052078187704,-0.1799482772022764,-0.3703343370580583,-1.049541379108543,1.08196016465865,-1.049541379108543,0
ANGPT4,-1.0800093549680563,0.5201532318726957,0.8486859723131366,1.4984764353692546,-0.8869814058746739,-0.9003248787123552,1
FGFR1,-1.2596521310663298,-0.6520354840205287,0.3269909988990716,-0.8319074686355267,1.5751435852835236,0.8414604995397894,3
MCAM,-1.5490815010607029,-1.0516889351431105,-0.05499347043737019,0.6702564557439487,0.8044601120045246,1.1810473388927096,3
PDCD1,-0.2605114445004523,-0.49189038314343736,2.2280729770742016,-0.49189038314343736,-0.49189038314343736,-0.49189038314343736,2
CCL14,-0.9150951444222768,0.7720991955153429,0.2992309516658578,-0.9150951444222768,1.6739552860856295,-0.9150951444222768,2
WNT3,2.0103852813577476,-0.6292554728428801,0.12414327493140752,-0.8650056964887022,0.22473830953112844,-0.8650056964887022,0
MPZL1,-0.7680930148806165,-0.6996278440090239,-0.9815029998712448,1.536344312585286,-0.3117325649642149,1.2246121111398147,6
IGFBP3,-0.09908234073590126,1.3736752292228556,0.9839260653103687,-1.7232158769981683,-0.16196118495424056,-0.3733418918449132,4
SEMA4D,0.49730861405405696,-1.6034354335510095,-0.07766924165381818,-0.25696633697235316,-0.2973900422942526,1.7381524404173745,5
CEACAM4,-0.7202067155939783,-0.4259148074235689,1.9705495094179144,-0.7202067155939783,0.6159854447875893,-0.7202067155939783,2
STRA6,1.9266589558918068,-0.5156502991880187,-0.5448249193978749,-0.866887875441894,-0.6974161615569358,0.6981202996929161,0
LTA,0.9576824046368396,-0.332091871158351,-0.79375667151486,-0.79375667151486,1.755679481066091,-0.79375667151486,2
CD93,-0.41001864447515723,-0.5174289253868481,-0.16645869605023808,2.1317468098647647,-0.042715188970742446,-0.9951253549817796,1
ICAM3,0.14575380418752132,1.7861520652214387,-0.11476176024740317,0.052348248664008355,-0.21885331341799155,-1.6506390444075743,4
WNT2B,-0.8985090576887619,-0.8073044778283478,-0.25048064799461783,-0.8027622614302373,1.262103955930243,1.4969524890117225,3
NECTIN3,-0.7288289113209212,-1.0084990572797616,-0.2086288390336498,2.0478211693465918,-0.37454642752529166,0.27268206581303095,6
M6PR,1.5038014080424609,1.0204730351755904,-0.14028445681756793,-1.017120590639957,-0.0881044901857064,-1.2787649055748183,4
CXCR6,-0.8498435081812018,1.9212652884119295,0.05228905297686629,-1.1205403379330736,0.40348010704588566,-0.40665060232040534,4
PILRA,-0.6137619313215761,-0.5718907490743487,-0.44383267855596964,-0.2718104092925048,-0.31779725037468376,2.219093018619083,5
CNTNAP1,0.31274662080721055,0.4629050220921326,0.7718136823021431,-1.3617922060522376,1.1761190869029885,-1.3617922060522376,2
IL1RAP,-1.6567959567183554,-0.9839870735514845,0.1267329627852898,0.6314596667997338,0.7177770424012537,1.164813358283564,3
PLAUR,0.1435374855015177,1.6902189164503585,0.25346734682272853,-1.7277037433952325,-0.24580455866530632,-0.11371544671406456,4
LTBR,-0.6986342071201889,-0.8194345995537082,-0.6845337265364803,0.30192886201554875,-0.16196022882046465,2.0626339000152925,5
FTL,1.378594477100106,0.8927228004964325,0.07012569642170362,-1.5492013017960844,0.14413722666767376,-0.9363788988898314,4
RBP4,-0.6983962410643502,1.9885049362448588,0.4127894879150022,-0.22367500727225578,-0.39060260748324166,-1.0886205683400139,4
PGF,-1.181508030646204,1.9797476788277972,0.1801004892476124,-0.46871559864784945,-0.6438166509774291,0.13419211219607352,4
CXCL14,-0.2898456321252578,-1.0380569027380575,0.3428090270088014,1.543453236991949,0.76551594256246,-1.3238756716998932,7
CD46,-0.9429635241794045,-1.3296469247123202,-0.44037124673725375,0.3510526306878088,0.8372061803556606,1.52472288458551,3
KLRC1,-0.36702513752282157,-0.638544151552603,-0.04570628112530741,2.1366991869400374,-0.15482701783766897,-0.9305965989016358,1
ADORA2B,-0.5865672261890117,-1.0898730490046455,-0.6728032390229706,-0.42121309643083515,1.3726577160480082,1.3977988945994555,3
CDH2,1.9999372403735736,-0.501116097900302,-0.012378234919310428,-0.9062680790562395,0.32609325055851884,-0.9062680790562395,0
CD99,1.9443098585788274,0.6571018492508585,-0.4250304688893766,-0.7317324419301076,-0.6033958608544436,-0.8412529361557584,0
PRL,-0.5035925155588753,-0.38863079143013757,1.5380061930863071,-0.9329988193462107,1.2202147525951275,-0.9329988193462107,2
